	State	Action
83	((0, 1), (('0', '2'), ('0', '1')))	1
84	((0, 1), (('2', '0'), ('1', '0')))	1
85	((0, 1), (('2', '1'), ('0', '1')))	2
86	((0, 1), (('0', '0'), ('1', '1')))	1
87	((0, 1), (('1', '0'), ('0', '0')))	2
88	((0, 1), (('1', '1'), ('0', '0')))	2
89	((0, 1), (('2', '0'), ('1', '1')))	1
90	((0, 1), (('1', '0'), ('0', '1')))	2
91	((0, 1), (('1', '2'), ('1', '0')))	2
92	((0, 1), (('3', '0'), ('1', '0')))	aT
93	((0, 1), (('1', '1'), ('0', '1')))	2
94	((0, 1), (('3', '1'), ('1', '0')))	aT
95	((0, 1), (('3', '0'), ('1', '1')))	aT
96	((0, 1), (('1', '2'), ('1', '1')))	2
97	((0, 1), (('3', '1'), ('1', '1')))	aT
98	((0, 2), 'sink')	0
99	((0, 2), (('3', '2'), ('1', '0')))	aT
100	((0, 2), (('2', '2'), ('1', '0')))	2
101	((0, 2), (('3', '2'), ('1', '1')))	aT
102	((0, 2), (('0', '1'), ('0', '0')))	2
103	((0, 2), (('0', '1'), ('0', '1')))	2
104	((0, 2), (('2', '2'), ('1', '1')))	2
105	((0, 2), (('0', '2'), ('1', '0')))	aT
106	((0, 2), (('2', '1'), ('1', '0')))	2
107	((0, 2), (('0', '0'), ('0', '0')))	2
108	((0, 2), (('0', '2'), ('1', '1')))	aT
109	((0, 2), (('1', '0'), ('1', '0')))	2
110	((0, 2), (('2', '1'), ('1', '1')))	2
111	((0, 2), (('2', '0'), ('0', '0')))	2
112	((0, 2), (('0', '0'), ('0', '1')))	2
113	((0, 2), (('1', '1'), ('1', '0')))	2
114	((0, 2), (('1', '0'), ('1', '1')))	2
115	((0, 2), (('2', '0'), ('0', '1')))	2
116	((0, 2), (('1', '2'), ('0', '0')))	2
117	((0, 2), (('1', '1'), ('1', '1')))	2
118	((0, 2), (('3', '0'), ('0', '0')))	2
119	((0, 2), (('3', '1'), ('0', '0')))	2
120	((0, 2), (('3', '0'), ('0', '1')))	1
121	((0, 2), (('1', '2'), ('0', '1')))	2
122	((0, 2), (('3', '1'), ('0', '1')))	1
123	((0, 2), (('3', '2'), ('0', '0')))	2
124	((0, 2), (('2', '2'), ('0', '0')))	2
125	((0, 2), (('0', '1'), ('1', '0')))	2
126	((0, 2), (('3', '2'), ('0', '1')))	1
127	((0, 2), (('0', '1'), ('1', '1')))	2
128	((0, 2), (('2', '2'), ('0', '1')))	2
129	((0, 2), (('0', '0'), ('1', '0')))	2
130	((0, 2), (('2', '1'), ('0', '0')))	2
131	((0, 2), (('0', '2'), ('0', '0')))	2
132	((0, 2), (('0', '2'), ('0', '1')))	2
133	((0, 2), (('2', '0'), ('1', '0')))	2
134	((0, 2), (('2', '1'), ('0', '1')))	2
135	((0, 2), (('0', '0'), ('1', '1')))	2
136	((0, 2), (('1', '0'), ('0', '0')))	2
137	((0, 2), (('1', '1'), ('0', '0')))	2
138	((0, 2), (('2', '0'), ('1', '1')))	2
139	((0, 2), (('1', '0'), ('0', '1')))	2
140	((0, 2), (('1', '2'), ('1', '0')))	2
141	((0, 2), (('3', '0'), ('1', '0')))	aT
142	((0, 2), (('1', '1'), ('0', '1')))	2
143	((0, 2), (('3', '1'), ('1', '0')))	aT
144	((0, 2), (('3', '0'), ('1', '1')))	aT
145	((0, 2), (('1', '2'), ('1', '1')))	2
146	((0, 2), (('3', '1'), ('1', '1')))	aT
147	((0, 3), 'sink')	0
148	((0, 3), (('3', '2'), ('1', '0')))	aT
149	((0, 3), (('2', '2'), ('1', '0')))	aT
150	((0, 3), (('3', '2'), ('1', '1')))	aT
151	((0, 3), (('0', '1'), ('0', '0')))	0
152	((0, 3), (('0', '1'), ('0', '1')))	0
153	((0, 3), (('2', '2'), ('1', '1')))	aT
154	((0, 3), (('0', '2'), ('1', '0')))	aT
155	((0, 3), (('2', '1'), ('1', '0')))	0
156	((0, 3), (('0', '0'), ('0', '0')))	0
157	((0, 3), (('0', '2'), ('1', '1')))	aT
158	((0, 3), (('1', '0'), ('1', '0')))	0
159	((0, 3), (('2', '1'), ('1', '1')))	0
160	((0, 3), (('2', '0'), ('0', '0')))	0
161	((0, 3), (('0', '0'), ('0', '1')))	0
162	((0, 3), (('1', '1'), ('1', '0')))	0
163	((0, 3), (('1', '0'), ('1', '1')))	0
164	((0, 3), (('2', '0'), ('0', '1')))	0
165	((0, 3), (('1', '2'), ('0', '0')))	0
166	((0, 3), (('1', '1'), ('1', '1')))	0
167	((0, 3), (('3', '0'), ('0', '0')))	0
168	((0, 3), (('3', '1'), ('0', '0')))	0
169	((0, 3), (('3', '0'), ('0', '1')))	aT
170	((0, 3), (('1', '2'), ('0', '1')))	aT
171	((0, 3), (('3', '1'), ('0', '1')))	aT
172	((0, 3), (('3', '2'), ('0', '0')))	0
173	((0, 3), (('2', '2'), ('0', '0')))	0
174	((0, 3), (('0', '1'), ('1', '0')))	0
175	((0, 3), (('3', '2'), ('0', '1')))	aT
176	((0, 3), (('0', '1'), ('1', '1')))	0
177	((0, 3), (('2', '2'), ('0', '1')))	aT
178	((0, 3), (('0', '0'), ('1', '0')))	0
179	((0, 3), (('2', '1'), ('0', '0')))	0
180	((0, 3), (('0', '2'), ('0', '0')))	0
181	((0, 3), (('0', '2'), ('0', '1')))	aT
182	((0, 3), (('2', '0'), ('1', '0')))	0
183	((0, 3), (('2', '1'), ('0', '1')))	0
184	((0, 3), (('0', '0'), ('1', '1')))	0
185	((0, 3), (('1', '0'), ('0', '0')))	0
186	((0, 3), (('1', '1'), ('0', '0')))	0
187	((0, 3), (('2', '0'), ('1', '1')))	0
188	((0, 3), (('1', '0'), ('0', '1')))	0
189	((0, 3), (('1', '2'), ('1', '0')))	aT
190	((0, 3), (('3', '0'), ('1', '0')))	aT
191	((0, 3), (('1', '1'), ('0', '1')))	0
192	((0, 3), (('3', '1'), ('1', '0')))	aT
193	((0, 3), (('3', '0'), ('1', '1')))	aT
194	((0, 3), (('1', '2'), ('1', '1')))	aT
195	((0, 3), (('3', '1'), ('1', '1')))	aT
196	((0, 4), 'sink')	0
197	((0, 4), (('3', '2'), ('1', '0')))	aT
198	((0, 4), (('2', '2'), ('1', '0')))	aT
199	((0, 4), (('3', '2'), ('1', '1')))	aT
200	((0, 4), (('0', '1'), ('0', '0')))	0
201	((0, 4), (('0', '1'), ('0', '1')))	0
202	((0, 4), (('2', '2'), ('1', '1')))	aT
203	((0, 4), (('0', '2'), ('1', '0')))	aT
204	((0, 4), (('2', '1'), ('1', '0')))	0
205	((0, 4), (('0', '0'), ('0', '0')))	0
206	((0, 4), (('0', '2'), ('1', '1')))	aT
207	((0, 4), (('1', '0'), ('1', '0')))	0
208	((0, 4), (('2', '1'), ('1', '1')))	0
209	((0, 4), (('2', '0'), ('0', '0')))	0
210	((0, 4), (('0', '0'), ('0', '1')))	0
211	((0, 4), (('1', '1'), ('1', '0')))	0
212	((0, 4), (('1', '0'), ('1', '1')))	0
213	((0, 4), (('2', '0'), ('0', '1')))	0
214	((0, 4), (('1', '2'), ('0', '0')))	0
215	((0, 4), (('1', '1'), ('1', '1')))	0
216	((0, 4), (('3', '0'), ('0', '0')))	0
217	((0, 4), (('3', '1'), ('0', '0')))	0
218	((0, 4), (('3', '0'), ('0', '1')))	aT
219	((0, 4), (('1', '2'), ('0', '1')))	aT
220	((0, 4), (('3', '1'), ('0', '1')))	aT
221	((0, 4), (('3', '2'), ('0', '0')))	0
222	((0, 4), (('2', '2'), ('0', '0')))	0
223	((0, 4), (('0', '1'), ('1', '0')))	0
224	((0, 4), (('3', '2'), ('0', '1')))	aT
225	((0, 4), (('0', '1'), ('1', '1')))	0
226	((0, 4), (('2', '2'), ('0', '1')))	aT
227	((0, 4), (('0', '0'), ('1', '0')))	0
228	((0, 4), (('2', '1'), ('0', '0')))	0
229	((0, 4), (('0', '2'), ('0', '0')))	0
230	((0, 4), (('0', '2'), ('0', '1')))	aT
231	((0, 4), (('2', '0'), ('1', '0')))	0
232	((0, 4), (('2', '1'), ('0', '1')))	0
233	((0, 4), (('0', '0'), ('1', '1')))	0
234	((0, 4), (('1', '0'), ('0', '0')))	0
235	((0, 4), (('1', '1'), ('0', '0')))	0
236	((0, 4), (('2', '0'), ('1', '1')))	0
237	((0, 4), (('1', '0'), ('0', '1')))	0
238	((0, 4), (('1', '2'), ('1', '0')))	aT
239	((0, 4), (('3', '0'), ('1', '0')))	aT
240	((0, 4), (('1', '1'), ('0', '1')))	0
241	((0, 4), (('3', '1'), ('1', '0')))	aT
242	((0, 4), (('3', '0'), ('1', '1')))	aT
243	((0, 4), (('1', '2'), ('1', '1')))	aT
244	((0, 4), (('3', '1'), ('1', '1')))	aT
245	((0, 5), 'sink')	0
246	((0, 5), (('3', '2'), ('1', '0')))	aT
247	((0, 5), (('2', '2'), ('1', '0')))	aT
248	((0, 5), (('3', '2'), ('1', '1')))	aT
249	((0, 5), (('0', '1'), ('0', '0')))	0
250	((0, 5), (('0', '1'), ('0', '1')))	0
251	((0, 5), (('2', '2'), ('1', '1')))	aT
252	((0, 5), (('0', '2'), ('1', '0')))	aT
253	((0, 5), (('2', '1'), ('1', '0')))	0
254	((0, 5), (('0', '0'), ('0', '0')))	0
255	((0, 5), (('0', '2'), ('1', '1')))	aT
256	((0, 5), (('1', '0'), ('1', '0')))	0
257	((0, 5), (('2', '1'), ('1', '1')))	0
258	((0, 5), (('2', '0'), ('0', '0')))	0
259	((0, 5), (('0', '0'), ('0', '1')))	0
260	((0, 5), (('1', '1'), ('1', '0')))	0
261	((0, 5), (('1', '0'), ('1', '1')))	0
262	((0, 5), (('2', '0'), ('0', '1')))	0
263	((0, 5), (('1', '2'), ('0', '0')))	0
264	((0, 5), (('1', '1'), ('1', '1')))	0
265	((0, 5), (('3', '0'), ('0', '0')))	0
266	((0, 5), (('3', '1'), ('0', '0')))	0
267	((0, 5), (('3', '0'), ('0', '1')))	aT
268	((0, 5), (('1', '2'), ('0', '1')))	aT
269	((0, 5), (('3', '1'), ('0', '1')))	aT
270	((0, 5), (('3', '2'), ('0', '0')))	0
271	((0, 5), (('2', '2'), ('0', '0')))	0
272	((0, 5), (('0', '1'), ('1', '0')))	0
273	((0, 5), (('3', '2'), ('0', '1')))	aT
274	((0, 5), (('0', '1'), ('1', '1')))	0
275	((0, 5), (('2', '2'), ('0', '1')))	aT
276	((0, 5), (('0', '0'), ('1', '0')))	0
277	((0, 5), (('2', '1'), ('0', '0')))	0
278	((0, 5), (('0', '2'), ('0', '0')))	0
279	((0, 5), (('0', '2'), ('0', '1')))	aT
280	((0, 5), (('2', '0'), ('1', '0')))	0
281	((0, 5), (('2', '1'), ('0', '1')))	0
282	((0, 5), (('0', '0'), ('1', '1')))	0
283	((0, 5), (('1', '0'), ('0', '0')))	0
284	((0, 5), (('1', '1'), ('0', '0')))	0
285	((0, 5), (('2', '0'), ('1', '1')))	0
286	((0, 5), (('1', '0'), ('0', '1')))	0
287	((0, 5), (('1', '2'), ('1', '0')))	aT
288	((0, 5), (('3', '0'), ('1', '0')))	aT
289	((0, 5), (('1', '1'), ('0', '1')))	0
290	((0, 5), (('3', '1'), ('1', '0')))	aT
291	((0, 5), (('3', '0'), ('1', '1')))	aT
292	((0, 5), (('1', '2'), ('1', '1')))	aT
293	((0, 5), (('3', '1'), ('1', '1')))	aT
294	((0, 6), 'sink')	0
295	((0, 6), (('3', '2'), ('1', '0')))	aT
296	((0, 6), (('2', '2'), ('1', '0')))	aT
297	((0, 6), (('3', '2'), ('1', '1')))	aT
298	((0, 6), (('0', '1'), ('0', '0')))	0
299	((0, 6), (('0', '1'), ('0', '1')))	0
300	((0, 6), (('2', '2'), ('1', '1')))	aT
301	((0, 6), (('0', '2'), ('1', '0')))	aT
302	((0, 6), (('2', '1'), ('1', '0')))	0
303	((0, 6), (('0', '0'), ('0', '0')))	0
304	((0, 6), (('0', '2'), ('1', '1')))	aT
305	((0, 6), (('1', '0'), ('1', '0')))	0
306	((0, 6), (('2', '1'), ('1', '1')))	0
307	((0, 6), (('2', '0'), ('0', '0')))	0
308	((0, 6), (('0', '0'), ('0', '1')))	0
309	((0, 6), (('1', '1'), ('1', '0')))	0
310	((0, 6), (('1', '0'), ('1', '1')))	0
311	((0, 6), (('2', '0'), ('0', '1')))	0
312	((0, 6), (('1', '2'), ('0', '0')))	1
313	((0, 6), (('1', '1'), ('1', '1')))	0
314	((0, 6), (('3', '0'), ('0', '0')))	1
315	((0, 6), (('3', '1'), ('0', '0')))	1
316	((0, 6), (('3', '0'), ('0', '1')))	aT
317	((0, 6), (('1', '2'), ('0', '1')))	aT
318	((0, 6), (('3', '1'), ('0', '1')))	aT
319	((0, 6), (('3', '2'), ('0', '0')))	1
320	((0, 6), (('2', '2'), ('0', '0')))	1
321	((0, 6), (('0', '1'), ('1', '0')))	0
322	((0, 6), (('3', '2'), ('0', '1')))	aT
323	((0, 6), (('0', '1'), ('1', '1')))	0
324	((0, 6), (('2', '2'), ('0', '1')))	aT
325	((0, 6), (('0', '0'), ('1', '0')))	0
326	((0, 6), (('2', '1'), ('0', '0')))	0
327	((0, 6), (('0', '2'), ('0', '0')))	1
328	((0, 6), (('0', '2'), ('0', '1')))	aT
329	((0, 6), (('2', '0'), ('1', '0')))	0
330	((0, 6), (('2', '1'), ('0', '1')))	0
331	((0, 6), (('0', '0'), ('1', '1')))	0
332	((0, 6), (('1', '0'), ('0', '0')))	0
333	((0, 6), (('1', '1'), ('0', '0')))	0
334	((0, 6), (('2', '0'), ('1', '1')))	0
335	((0, 6), (('1', '0'), ('0', '1')))	0
336	((0, 6), (('1', '2'), ('1', '0')))	aT
337	((0, 6), (('3', '0'), ('1', '0')))	aT
338	((0, 6), (('1', '1'), ('0', '1')))	0
339	((0, 6), (('3', '1'), ('1', '0')))	aT
340	((0, 6), (('3', '0'), ('1', '1')))	aT
341	((0, 6), (('1', '2'), ('1', '1')))	aT
342	((0, 6), (('3', '1'), ('1', '1')))	aT
343	((0, 7), 'sink')	0
344	((0, 7), (('3', '2'), ('1', '0')))	aT
345	((0, 7), (('2', '2'), ('1', '0')))	aT
346	((0, 7), (('3', '2'), ('1', '1')))	aT
347	((0, 7), (('0', '1'), ('0', '0')))	0
348	((0, 7), (('0', '1'), ('0', '1')))	0
349	((0, 7), (('2', '2'), ('1', '1')))	aT
350	((0, 7), (('0', '2'), ('1', '0')))	aT
351	((0, 7), (('2', '1'), ('1', '0')))	0
352	((0, 7), (('0', '0'), ('0', '0')))	0
353	((0, 7), (('0', '2'), ('1', '1')))	aT
354	((0, 7), (('1', '0'), ('1', '0')))	0
355	((0, 7), (('2', '1'), ('1', '1')))	0
356	((0, 7), (('2', '0'), ('0', '0')))	0
357	((0, 7), (('0', '0'), ('0', '1')))	0
358	((0, 7), (('1', '1'), ('1', '0')))	0
359	((0, 7), (('1', '0'), ('1', '1')))	0
360	((0, 7), (('2', '0'), ('0', '1')))	0
361	((0, 7), (('1', '2'), ('0', '0')))	1
362	((0, 7), (('1', '1'), ('1', '1')))	0
363	((0, 7), (('3', '0'), ('0', '0')))	1
364	((0, 7), (('3', '1'), ('0', '0')))	1
365	((0, 7), (('3', '0'), ('0', '1')))	aT
366	((0, 7), (('1', '2'), ('0', '1')))	aT
367	((0, 7), (('3', '1'), ('0', '1')))	aT
368	((0, 7), (('3', '2'), ('0', '0')))	1
369	((0, 7), (('2', '2'), ('0', '0')))	1
370	((0, 7), (('0', '1'), ('1', '0')))	0
371	((0, 7), (('3', '2'), ('0', '1')))	aT
372	((0, 7), (('0', '1'), ('1', '1')))	0
373	((0, 7), (('2', '2'), ('0', '1')))	aT
374	((0, 7), (('0', '0'), ('1', '0')))	0
375	((0, 7), (('2', '1'), ('0', '0')))	0
376	((0, 7), (('0', '2'), ('0', '0')))	1
377	((0, 7), (('0', '2'), ('0', '1')))	aT
378	((0, 7), (('2', '0'), ('1', '0')))	0
379	((0, 7), (('2', '1'), ('0', '1')))	0
380	((0, 7), (('0', '0'), ('1', '1')))	0
381	((0, 7), (('1', '0'), ('0', '0')))	0
382	((0, 7), (('1', '1'), ('0', '0')))	0
383	((0, 7), (('2', '0'), ('1', '1')))	0
384	((0, 7), (('1', '0'), ('0', '1')))	0
385	((0, 7), (('1', '2'), ('1', '0')))	aT
386	((0, 7), (('3', '0'), ('1', '0')))	aT
387	((0, 7), (('1', '1'), ('0', '1')))	0
388	((0, 7), (('3', '1'), ('1', '0')))	aT
389	((0, 7), (('3', '0'), ('1', '1')))	aT
390	((0, 7), (('1', '2'), ('1', '1')))	aT
391	((0, 7), (('3', '1'), ('1', '1')))	aT
392	((1, 0), 'sink')	0
393	((1, 0), (('3', '2'), ('1', '0')))	aT
394	((1, 0), (('2', '2'), ('1', '0')))	1
395	((1, 0), (('3', '2'), ('1', '1')))	aT
396	((1, 0), (('0', '1'), ('0', '0')))	2
397	((1, 0), (('0', '1'), ('0', '1')))	2
398	((1, 0), (('2', '2'), ('1', '1')))	1
399	((1, 0), (('0', '2'), ('1', '0')))	aT
400	((1, 0), (('2', '1'), ('1', '0')))	2
401	((1, 0), (('0', '0'), ('0', '0')))	1
402	((1, 0), (('0', '2'), ('1', '1')))	aT
403	((1, 0), (('1', '0'), ('1', '0')))	2
404	((1, 0), (('2', '1'), ('1', '1')))	2
405	((1, 0), (('2', '0'), ('0', '0')))	1
406	((1, 0), (('0', '0'), ('0', '1')))	1
407	((1, 0), (('1', '1'), ('1', '0')))	2
408	((1, 0), (('1', '0'), ('1', '1')))	2
409	((1, 0), (('2', '0'), ('0', '1')))	1
410	((1, 0), (('1', '2'), ('0', '0')))	2
411	((1, 0), (('1', '1'), ('1', '1')))	2
412	((1, 0), (('3', '0'), ('0', '0')))	2
413	((1, 0), (('3', '1'), ('0', '0')))	2
414	((1, 0), (('3', '0'), ('0', '1')))	1
415	((1, 0), (('1', '2'), ('0', '1')))	2
416	((1, 0), (('3', '1'), ('0', '1')))	1
417	((1, 0), (('3', '2'), ('0', '0')))	2
418	((1, 0), (('2', '2'), ('0', '0')))	2
419	((1, 0), (('0', '1'), ('1', '0')))	2
420	((1, 0), (('3', '2'), ('0', '1')))	1
421	((1, 0), (('0', '1'), ('1', '1')))	2
422	((1, 0), (('2', '2'), ('0', '1')))	1
423	((1, 0), (('0', '0'), ('1', '0')))	1
424	((1, 0), (('2', '1'), ('0', '0')))	2
425	((1, 0), (('0', '2'), ('0', '0')))	2
426	((1, 0), (('0', '2'), ('0', '1')))	1
427	((1, 0), (('2', '0'), ('1', '0')))	1
428	((1, 0), (('2', '1'), ('0', '1')))	2
429	((1, 0), (('0', '0'), ('1', '1')))	1
430	((1, 0), (('1', '0'), ('0', '0')))	2
431	((1, 0), (('1', '1'), ('0', '0')))	2
432	((1, 0), (('2', '0'), ('1', '1')))	1
433	((1, 0), (('1', '0'), ('0', '1')))	2
434	((1, 0), (('1', '2'), ('1', '0')))	2
435	((1, 0), (('3', '0'), ('1', '0')))	aT
436	((1, 0), (('1', '1'), ('0', '1')))	2
437	((1, 0), (('3', '1'), ('1', '0')))	aT
438	((1, 0), (('3', '0'), ('1', '1')))	aT
439	((1, 0), (('1', '2'), ('1', '1')))	2
440	((1, 0), (('3', '1'), ('1', '1')))	aT
441	((1, 1), 'sink')	0
442	((1, 1), (('3', '2'), ('1', '0')))	aT
443	((1, 1), (('2', '2'), ('1', '0')))	1
444	((1, 1), (('3', '2'), ('1', '1')))	aT
445	((1, 1), (('0', '1'), ('0', '0')))	2
446	((1, 1), (('0', '1'), ('0', '1')))	2
447	((1, 1), (('2', '2'), ('1', '1')))	1
448	((1, 1), (('0', '2'), ('1', '0')))	aT
449	((1, 1), (('2', '1'), ('1', '0')))	2
450	((1, 1), (('0', '0'), ('0', '0')))	1
451	((1, 1), (('0', '2'), ('1', '1')))	aT
452	((1, 1), (('1', '0'), ('1', '0')))	2
453	((1, 1), (('2', '1'), ('1', '1')))	2
454	((1, 1), (('2', '0'), ('0', '0')))	1
455	((1, 1), (('0', '0'), ('0', '1')))	1
456	((1, 1), (('1', '1'), ('1', '0')))	2
457	((1, 1), (('1', '0'), ('1', '1')))	2
458	((1, 1), (('2', '0'), ('0', '1')))	1
459	((1, 1), (('1', '2'), ('0', '0')))	2
460	((1, 1), (('1', '1'), ('1', '1')))	2
461	((1, 1), (('3', '0'), ('0', '0')))	2
462	((1, 1), (('3', '1'), ('0', '0')))	2
463	((1, 1), (('3', '0'), ('0', '1')))	1
464	((1, 1), (('1', '2'), ('0', '1')))	2
465	((1, 1), (('3', '1'), ('0', '1')))	1
466	((1, 1), (('3', '2'), ('0', '0')))	2
467	((1, 1), (('2', '2'), ('0', '0')))	2
468	((1, 1), (('0', '1'), ('1', '0')))	2
469	((1, 1), (('3', '2'), ('0', '1')))	1
470	((1, 1), (('0', '1'), ('1', '1')))	2
471	((1, 1), (('2', '2'), ('0', '1')))	1
472	((1, 1), (('0', '0'), ('1', '0')))	1
473	((1, 1), (('2', '1'), ('0', '0')))	2
474	((1, 1), (('0', '2'), ('0', '0')))	2
475	((1, 1), (('0', '2'), ('0', '1')))	1
476	((1, 1), (('2', '0'), ('1', '0')))	1
477	((1, 1), (('2', '1'), ('0', '1')))	2
478	((1, 1), (('0', '0'), ('1', '1')))	1
479	((1, 1), (('1', '0'), ('0', '0')))	2
480	((1, 1), (('1', '1'), ('0', '0')))	2
481	((1, 1), (('2', '0'), ('1', '1')))	1
482	((1, 1), (('1', '0'), ('0', '1')))	2
483	((1, 1), (('1', '2'), ('1', '0')))	2
484	((1, 1), (('3', '0'), ('1', '0')))	aT
485	((1, 1), (('1', '1'), ('0', '1')))	2
486	((1, 1), (('3', '1'), ('1', '0')))	aT
487	((1, 1), (('3', '0'), ('1', '1')))	aT
488	((1, 1), (('1', '2'), ('1', '1')))	2
489	((1, 1), (('3', '1'), ('1', '1')))	aT
490	((1, 2), 'sink')	0
491	((1, 2), (('3', '2'), ('1', '0')))	aT
492	((1, 2), (('2', '2'), ('1', '0')))	2
493	((1, 2), (('3', '2'), ('1', '1')))	aT
494	((1, 2), (('0', '1'), ('0', '0')))	2
495	((1, 2), (('0', '1'), ('0', '1')))	2
496	((1, 2), (('2', '2'), ('1', '1')))	2
497	((1, 2), (('0', '2'), ('1', '0')))	aT
498	((1, 2), (('2', '1'), ('1', '0')))	2
499	((1, 2), (('0', '0'), ('0', '0')))	2
500	((1, 2), (('0', '2'), ('1', '1')))	aT
501	((1, 2), (('1', '0'), ('1', '0')))	2
502	((1, 2), (('2', '1'), ('1', '1')))	2
503	((1, 2), (('2', '0'), ('0', '0')))	2
504	((1, 2), (('0', '0'), ('0', '1')))	2
505	((1, 2), (('1', '1'), ('1', '0')))	2
506	((1, 2), (('1', '0'), ('1', '1')))	2
507	((1, 2), (('2', '0'), ('0', '1')))	2
508	((1, 2), (('1', '2'), ('0', '0')))	2
509	((1, 2), (('1', '1'), ('1', '1')))	2
510	((1, 2), (('3', '0'), ('0', '0')))	2
511	((1, 2), (('3', '1'), ('0', '0')))	2
512	((1, 2), (('3', '0'), ('0', '1')))	1
513	((1, 2), (('1', '2'), ('0', '1')))	2
514	((1, 2), (('3', '1'), ('0', '1')))	1
515	((1, 2), (('3', '2'), ('0', '0')))	2
516	((1, 2), (('2', '2'), ('0', '0')))	2
