	State	Action
208	((0, 4), (('0', '1'), ('1', '0')))	0
209	((0, 4), (('1', '0'), ('1', '0')))	0
210	((0, 4), (('3', '0'), ('1', '1')))	aT
211	((0, 4), (('1', '1'), ('0', '1')))	0
212	((0, 4), (('3', '2'), ('0', '0')))	0
213	((0, 4), (('2', '1'), ('0', '0')))	0
214	((0, 4), (('3', '1'), ('1', '1')))	aT
215	((0, 4), (('1', '2'), ('0', '0')))	0
216	((0, 4), (('0', '1'), ('0', '0')))	0
217	((0, 4), (('2', '0'), ('1', '0')))	0
218	((0, 4), (('1', '1'), ('1', '1')))	0
219	((0, 4), (('1', '0'), ('0', '0')))	0
220	((0, 4), (('2', '2'), ('1', '0')))	aT
221	((0, 4), (('3', '2'), ('0', '1')))	aT
222	((0, 4), 'sink')	0
223	((0, 4), (('2', '1'), ('0', '1')))	0
224	((0, 4), (('0', '0'), ('1', '0')))	0
225	((0, 4), (('2', '0'), ('0', '0')))	0
226	((0, 4), (('2', '2'), ('0', '0')))	0
227	((0, 4), (('0', '2'), ('1', '0')))	aT
228	((0, 4), (('1', '2'), ('0', '1')))	aT
229	((0, 4), (('3', '2'), ('1', '1')))	aT
230	((0, 4), (('2', '1'), ('1', '1')))	0
231	((0, 4), (('0', '1'), ('0', '1')))	0
232	((0, 4), (('0', '0'), ('0', '0')))	0
233	((0, 4), (('1', '0'), ('0', '1')))	0
234	((0, 4), (('1', '2'), ('1', '1')))	aT
235	((0, 4), (('3', '0'), ('1', '0')))	aT
236	((0, 4), (('0', '2'), ('0', '0')))	0
237	((0, 4), (('3', '1'), ('1', '0')))	aT
238	((0, 4), (('0', '1'), ('1', '1')))	0
239	((0, 4), (('1', '1'), ('1', '0')))	0
240	((0, 4), (('2', '0'), ('0', '1')))	0
241	((0, 4), (('1', '0'), ('1', '1')))	0
242	((0, 4), (('2', '2'), ('0', '1')))	aT
243	((0, 4), (('3', '0'), ('0', '0')))	0
244	((0, 4), (('3', '1'), ('0', '0')))	0
245	((0, 5), (('2', '0'), ('1', '1')))	0
246	((0, 5), (('1', '1'), ('0', '0')))	0
247	((0, 5), (('0', '0'), ('0', '1')))	0
248	((0, 5), (('2', '2'), ('1', '1')))	0
249	((0, 5), (('0', '2'), ('0', '1')))	0
250	((0, 5), (('3', '2'), ('1', '0')))	aT
251	((0, 5), (('0', '0'), ('1', '1')))	0
252	((0, 5), (('2', '1'), ('1', '0')))	0
253	((0, 5), (('3', '1'), ('0', '1')))	1
254	((0, 5), (('0', '2'), ('1', '1')))	0
255	((0, 5), (('1', '2'), ('1', '0')))	0
256	((0, 5), (('3', '0'), ('0', '1')))	1
257	((0, 5), (('0', '1'), ('1', '0')))	0
258	((0, 5), (('1', '0'), ('1', '0')))	0
259	((0, 5), (('3', '0'), ('1', '1')))	aT
260	((0, 5), (('1', '1'), ('0', '1')))	0
261	((0, 5), (('3', '2'), ('0', '0')))	0
262	((0, 5), (('2', '1'), ('0', '0')))	0
263	((0, 5), (('3', '1'), ('1', '1')))	aT
264	((0, 5), (('1', '2'), ('0', '0')))	0
265	((0, 5), (('0', '1'), ('0', '0')))	0
266	((0, 5), (('2', '0'), ('1', '0')))	0
267	((0, 5), (('1', '1'), ('1', '1')))	0
268	((0, 5), (('1', '0'), ('0', '0')))	0
269	((0, 5), (('2', '2'), ('1', '0')))	0
270	((0, 5), (('3', '2'), ('0', '1')))	1
271	((0, 5), 'sink')	0
272	((0, 5), (('2', '1'), ('0', '1')))	0
273	((0, 5), (('0', '0'), ('1', '0')))	0
274	((0, 5), (('2', '0'), ('0', '0')))	0
275	((0, 5), (('2', '2'), ('0', '0')))	0
276	((0, 5), (('0', '2'), ('1', '0')))	0
277	((0, 5), (('1', '2'), ('0', '1')))	0
278	((0, 5), (('3', '2'), ('1', '1')))	aT
279	((0, 5), (('2', '1'), ('1', '1')))	0
280	((0, 5), (('0', '1'), ('0', '1')))	0
281	((0, 5), (('0', '0'), ('0', '0')))	0
282	((0, 5), (('1', '0'), ('0', '1')))	0
283	((0, 5), (('1', '2'), ('1', '1')))	0
284	((0, 5), (('3', '0'), ('1', '0')))	aT
285	((0, 5), (('0', '2'), ('0', '0')))	0
286	((0, 5), (('3', '1'), ('1', '0')))	aT
287	((0, 5), (('0', '1'), ('1', '1')))	0
288	((0, 5), (('1', '1'), ('1', '0')))	0
289	((0, 5), (('2', '0'), ('0', '1')))	0
290	((0, 5), (('1', '0'), ('1', '1')))	0
291	((0, 5), (('2', '2'), ('0', '1')))	0
292	((0, 5), (('3', '0'), ('0', '0')))	0
293	((0, 5), (('3', '1'), ('0', '0')))	0
294	((0, 6), (('2', '0'), ('1', '1')))	1
295	((0, 6), (('1', '1'), ('0', '0')))	1
296	((0, 6), (('0', '0'), ('0', '1')))	1
297	((0, 6), (('2', '2'), ('1', '1')))	1
298	((0, 6), (('0', '2'), ('0', '1')))	1
299	((0, 6), (('3', '2'), ('1', '0')))	aT
300	((0, 6), (('0', '0'), ('1', '1')))	1
301	((0, 6), (('2', '1'), ('1', '0')))	1
302	((0, 6), (('3', '1'), ('0', '1')))	1
303	((0, 6), (('0', '2'), ('1', '1')))	1
304	((0, 6), (('1', '2'), ('1', '0')))	1
305	((0, 6), (('3', '0'), ('0', '1')))	1
306	((0, 6), (('0', '1'), ('1', '0')))	1
307	((0, 6), (('1', '0'), ('1', '0')))	1
308	((0, 6), (('3', '0'), ('1', '1')))	aT
309	((0, 6), (('1', '1'), ('0', '1')))	1
310	((0, 6), (('3', '2'), ('0', '0')))	1
311	((0, 6), (('2', '1'), ('0', '0')))	1
312	((0, 6), (('3', '1'), ('1', '1')))	aT
313	((0, 6), (('1', '2'), ('0', '0')))	1
314	((0, 6), (('0', '1'), ('0', '0')))	1
315	((0, 6), (('2', '0'), ('1', '0')))	1
316	((0, 6), (('1', '1'), ('1', '1')))	1
317	((0, 6), (('1', '0'), ('0', '0')))	1
318	((0, 6), (('2', '2'), ('1', '0')))	1
319	((0, 6), (('3', '2'), ('0', '1')))	1
320	((0, 6), 'sink')	0
321	((0, 6), (('2', '1'), ('0', '1')))	1
322	((0, 6), (('0', '0'), ('1', '0')))	1
323	((0, 6), (('2', '0'), ('0', '0')))	1
324	((0, 6), (('2', '2'), ('0', '0')))	1
325	((0, 6), (('0', '2'), ('1', '0')))	1
326	((0, 6), (('1', '2'), ('0', '1')))	1
327	((0, 6), (('3', '2'), ('1', '1')))	aT
328	((0, 6), (('2', '1'), ('1', '1')))	1
329	((0, 6), (('0', '1'), ('0', '1')))	1
330	((0, 6), (('0', '0'), ('0', '0')))	1
331	((0, 6), (('1', '0'), ('0', '1')))	1
332	((0, 6), (('1', '2'), ('1', '1')))	1
333	((0, 6), (('3', '0'), ('1', '0')))	aT
334	((0, 6), (('0', '2'), ('0', '0')))	1
335	((0, 6), (('3', '1'), ('1', '0')))	aT
336	((0, 6), (('0', '1'), ('1', '1')))	1
337	((0, 6), (('1', '1'), ('1', '0')))	1
338	((0, 6), (('2', '0'), ('0', '1')))	1
339	((0, 6), (('1', '0'), ('1', '1')))	1
340	((0, 6), (('2', '2'), ('0', '1')))	1
341	((0, 6), (('3', '0'), ('0', '0')))	1
342	((0, 6), (('3', '1'), ('0', '0')))	1
343	((0, 7), (('2', '0'), ('1', '1')))	1
344	((0, 7), (('1', '1'), ('0', '0')))	1
345	((0, 7), (('0', '0'), ('0', '1')))	1
346	((0, 7), (('2', '2'), ('1', '1')))	1
347	((0, 7), (('0', '2'), ('0', '1')))	1
348	((0, 7), (('3', '2'), ('1', '0')))	aT
349	((0, 7), (('0', '0'), ('1', '1')))	1
350	((0, 7), (('2', '1'), ('1', '0')))	1
351	((0, 7), (('3', '1'), ('0', '1')))	2
352	((0, 7), (('0', '2'), ('1', '1')))	1
353	((0, 7), (('1', '2'), ('1', '0')))	2
354	((0, 7), (('3', '0'), ('0', '1')))	1
355	((0, 7), (('0', '1'), ('1', '0')))	1
356	((0, 7), (('1', '0'), ('1', '0')))	1
357	((0, 7), (('3', '0'), ('1', '1')))	aT
358	((0, 7), (('1', '1'), ('0', '1')))	2
359	((0, 7), (('3', '2'), ('0', '0')))	1
360	((0, 7), (('2', '1'), ('0', '0')))	2
361	((0, 7), (('3', '1'), ('1', '1')))	aT
362	((0, 7), (('1', '2'), ('0', '0')))	1
363	((0, 7), (('0', '1'), ('0', '0')))	1
364	((0, 7), (('2', '0'), ('1', '0')))	1
365	((0, 7), (('1', '1'), ('1', '1')))	2
366	((0, 7), (('1', '0'), ('0', '0')))	1
367	((0, 7), (('2', '2'), ('1', '0')))	1
368	((0, 7), (('3', '2'), ('0', '1')))	2
369	((0, 7), 'sink')	0
370	((0, 7), (('2', '1'), ('0', '1')))	1
371	((0, 7), (('0', '0'), ('1', '0')))	1
372	((0, 7), (('2', '0'), ('0', '0')))	1
373	((0, 7), (('2', '2'), ('0', '0')))	1
374	((0, 7), (('0', '2'), ('1', '0')))	2
375	((0, 7), (('1', '2'), ('0', '1')))	2
376	((0, 7), (('3', '2'), ('1', '1')))	aT
377	((0, 7), (('2', '1'), ('1', '1')))	1
378	((0, 7), (('0', '1'), ('0', '1')))	1
379	((0, 7), (('0', '0'), ('0', '0')))	1
380	((0, 7), (('1', '0'), ('0', '1')))	2
381	((0, 7), (('1', '2'), ('1', '1')))	2
382	((0, 7), (('3', '0'), ('1', '0')))	aT
383	((0, 7), (('0', '2'), ('0', '0')))	1
384	((0, 7), (('3', '1'), ('1', '0')))	aT
385	((0, 7), (('0', '1'), ('1', '1')))	1
386	((0, 7), (('1', '1'), ('1', '0')))	1
387	((0, 7), (('2', '0'), ('0', '1')))	1
388	((0, 7), (('1', '0'), ('1', '1')))	1
389	((0, 7), (('2', '2'), ('0', '1')))	1
390	((0, 7), (('3', '0'), ('0', '0')))	1
391	((0, 7), (('3', '1'), ('0', '0')))	1
392	((1, 0), (('2', '0'), ('1', '1')))	1
393	((1, 0), (('1', '1'), ('0', '0')))	2
394	((1, 0), (('0', '0'), ('0', '1')))	1
395	((1, 0), (('2', '2'), ('1', '1')))	1
396	((1, 0), (('0', '2'), ('0', '1')))	1
397	((1, 0), (('3', '2'), ('1', '0')))	aT
398	((1, 0), (('0', '0'), ('1', '1')))	1
399	((1, 0), (('2', '1'), ('1', '0')))	2
400	((1, 0), (('3', '1'), ('0', '1')))	1
401	((1, 0), (('0', '2'), ('1', '1')))	0
402	((1, 0), (('1', '2'), ('1', '0')))	2
403	((1, 0), (('3', '0'), ('0', '1')))	1
404	((1, 0), (('0', '1'), ('1', '0')))	2
405	((1, 0), (('1', '0'), ('1', '0')))	2
406	((1, 0), (('3', '0'), ('1', '1')))	aT
407	((1, 0), (('1', '1'), ('0', '1')))	2
408	((1, 0), (('3', '2'), ('0', '0')))	2
409	((1, 0), (('2', '1'), ('0', '0')))	2
410	((1, 0), (('3', '1'), ('1', '1')))	aT
411	((1, 0), (('1', '2'), ('0', '0')))	2
412	((1, 0), (('0', '1'), ('0', '0')))	2
413	((1, 0), (('2', '0'), ('1', '0')))	1
414	((1, 0), (('1', '1'), ('1', '1')))	2
415	((1, 0), (('1', '0'), ('0', '0')))	2
416	((1, 0), (('2', '2'), ('1', '0')))	1
417	((1, 0), (('3', '2'), ('0', '1')))	1
418	((1, 0), 'sink')	0
419	((1, 0), (('2', '1'), ('0', '1')))	2
420	((1, 0), (('0', '0'), ('1', '0')))	1
421	((1, 0), (('2', '0'), ('0', '0')))	1
422	((1, 0), (('2', '2'), ('0', '0')))	2
423	((1, 0), (('0', '2'), ('1', '0')))	0
424	((1, 0), (('1', '2'), ('0', '1')))	2
425	((1, 0), (('3', '2'), ('1', '1')))	aT
426	((1, 0), (('2', '1'), ('1', '1')))	2
427	((1, 0), (('0', '1'), ('0', '1')))	2
428	((1, 0), (('0', '0'), ('0', '0')))	1
429	((1, 0), (('1', '0'), ('0', '1')))	2
430	((1, 0), (('1', '2'), ('1', '1')))	2
431	((1, 0), (('3', '0'), ('1', '0')))	aT
432	((1, 0), (('0', '2'), ('0', '0')))	2
433	((1, 0), (('3', '1'), ('1', '0')))	aT
434	((1, 0), (('0', '1'), ('1', '1')))	2
435	((1, 0), (('1', '1'), ('1', '0')))	2
436	((1, 0), (('2', '0'), ('0', '1')))	1
437	((1, 0), (('1', '0'), ('1', '1')))	2
438	((1, 0), (('2', '2'), ('0', '1')))	1
439	((1, 0), (('3', '0'), ('0', '0')))	2
440	((1, 0), (('3', '1'), ('0', '0')))	2
441	((1, 1), (('2', '0'), ('1', '1')))	1
442	((1, 1), (('1', '1'), ('0', '0')))	2
443	((1, 1), (('0', '0'), ('0', '1')))	1
444	((1, 1), (('2', '2'), ('1', '1')))	1
445	((1, 1), (('0', '2'), ('0', '1')))	1
446	((1, 1), (('3', '2'), ('1', '0')))	aT
447	((1, 1), (('0', '0'), ('1', '1')))	1
448	((1, 1), (('2', '1'), ('1', '0')))	2
449	((1, 1), (('3', '1'), ('0', '1')))	1
450	((1, 1), (('0', '2'), ('1', '1')))	1
451	((1, 1), (('1', '2'), ('1', '0')))	2
452	((1, 1), (('3', '0'), ('0', '1')))	1
453	((1, 1), (('0', '1'), ('1', '0')))	2
454	((1, 1), (('1', '0'), ('1', '0')))	2
455	((1, 1), (('3', '0'), ('1', '1')))	aT
456	((1, 1), (('1', '1'), ('0', '1')))	2
457	((1, 1), (('3', '2'), ('0', '0')))	2
458	((1, 1), (('2', '1'), ('0', '0')))	2
459	((1, 1), (('3', '1'), ('1', '1')))	aT
460	((1, 1), (('1', '2'), ('0', '0')))	2
461	((1, 1), (('0', '1'), ('0', '0')))	2
462	((1, 1), (('2', '0'), ('1', '0')))	1
463	((1, 1), (('1', '1'), ('1', '1')))	2
464	((1, 1), (('1', '0'), ('0', '0')))	2
465	((1, 1), (('2', '2'), ('1', '0')))	1
466	((1, 1), (('3', '2'), ('0', '1')))	1
467	((1, 1), 'sink')	0
468	((1, 1), (('2', '1'), ('0', '1')))	2
469	((1, 1), (('0', '0'), ('1', '0')))	1
470	((1, 1), (('2', '0'), ('0', '0')))	1
471	((1, 1), (('2', '2'), ('0', '0')))	2
472	((1, 1), (('0', '2'), ('1', '0')))	1
473	((1, 1), (('1', '2'), ('0', '1')))	2
474	((1, 1), (('3', '2'), ('1', '1')))	aT
475	((1, 1), (('2', '1'), ('1', '1')))	2
476	((1, 1), (('0', '1'), ('0', '1')))	2
477	((1, 1), (('0', '0'), ('0', '0')))	1
478	((1, 1), (('1', '0'), ('0', '1')))	2
479	((1, 1), (('1', '2'), ('1', '1')))	2
480	((1, 1), (('3', '0'), ('1', '0')))	aT
481	((1, 1), (('0', '2'), ('0', '0')))	2
482	((1, 1), (('3', '1'), ('1', '0')))	aT
483	((1, 1), (('0', '1'), ('1', '1')))	2
484	((1, 1), (('1', '1'), ('1', '0')))	2
485	((1, 1), (('2', '0'), ('0', '1')))	1
486	((1, 1), (('1', '0'), ('1', '1')))	2
487	((1, 1), (('2', '2'), ('0', '1')))	1
488	((1, 1), (('3', '0'), ('0', '0')))	2
489	((1, 1), (('3', '1'), ('0', '0')))	2
490	((1, 2), (('2', '0'), ('1', '1')))	2
491	((1, 2), (('1', '1'), ('0', '0')))	2
492	((1, 2), (('0', '0'), ('0', '1')))	2
493	((1, 2), (('2', '2'), ('1', '1')))	1
494	((1, 2), (('0', '2'), ('0', '1')))	2
495	((1, 2), (('3', '2'), ('1', '0')))	aT
496	((1, 2), (('0', '0'), ('1', '1')))	2
497	((1, 2), (('2', '1'), ('1', '0')))	2
498	((1, 2), (('3', '1'), ('0', '1')))	1
499	((1, 2), (('0', '2'), ('1', '1')))	1
500	((1, 2), (('1', '2'), ('1', '0')))	2
501	((1, 2), (('3', '0'), ('0', '1')))	1
502	((1, 2), (('0', '1'), ('1', '0')))	2
503	((1, 2), (('1', '0'), ('1', '0')))	2
504	((1, 2), (('3', '0'), ('1', '1')))	aT
505	((1, 2), (('1', '1'), ('0', '1')))	2
506	((1, 2), (('3', '2'), ('0', '0')))	2
507	((1, 2), (('2', '1'), ('0', '0')))	2
508	((1, 2), (('3', '1'), ('1', '1')))	aT
509	((1, 2), (('1', '2'), ('0', '0')))	2
510	((1, 2), (('0', '1'), ('0', '0')))	2
511	((1, 2), (('2', '0'), ('1', '0')))	2
512	((1, 2), (('1', '1'), ('1', '1')))	2
513	((1, 2), (('1', '0'), ('0', '0')))	2
514	((1, 2), (('2', '2'), ('1', '0')))	1
515	((1, 2), (('3', '2'), ('0', '1')))	1
516	((1, 2), 'sink')	0
517	((1, 2), (('2', '1'), ('0', '1')))	2
518	((1, 2), (('0', '0'), ('1', '0')))	2
