	State	Action
129	((1, 1), ('1', '0'))	2
130	((1, 2), ('2', '2'))	1
131	((1, 2), ('3', '1'))	aT
132	((1, 2), ('2', '1'))	2
133	((1, 2), ('0', '0'))	2
134	((1, 2), ('1', '2'))	2
135	((1, 2), ('1', '1'))	2
136	((1, 2), ('3', '0'))	aT
137	((1, 2), ('0', '2'))	1
138	((1, 2), ('2', '0'))	2
139	((1, 2), ('0', '1'))	2
140	((1, 2), 'sink')	0
141	((1, 2), ('3', '2'))	aT
142	((1, 2), ('1', '0'))	2
143	((1, 3), ('2', '2'))	aT
144	((1, 3), ('3', '1'))	aT
145	((1, 3), ('2', '1'))	0
146	((1, 3), ('0', '0'))	0
147	((1, 3), ('1', '2'))	aT
148	((1, 3), ('1', '1'))	0
149	((1, 3), ('3', '0'))	aT
150	((1, 3), ('0', '2'))	aT
151	((1, 3), ('2', '0'))	0
152	((1, 3), ('0', '1'))	0
153	((1, 3), 'sink')	0
154	((1, 3), ('3', '2'))	aT
155	((1, 3), ('1', '0'))	0
156	((1, 4), ('2', '2'))	aT
157	((1, 4), ('3', '1'))	aT
158	((1, 4), ('2', '1'))	0
159	((1, 4), ('0', '0'))	0
160	((1, 4), ('1', '2'))	aT
161	((1, 4), ('1', '1'))	0
162	((1, 4), ('3', '0'))	aT
163	((1, 4), ('0', '2'))	aT
164	((1, 4), ('2', '0'))	0
165	((1, 4), ('0', '1'))	0
166	((1, 4), 'sink')	0
167	((1, 4), ('3', '2'))	aT
168	((1, 4), ('1', '0'))	0
169	((1, 5), ('2', '2'))	1
170	((1, 5), ('3', '1'))	aT
171	((1, 5), ('2', '1'))	1
172	((1, 5), ('0', '0'))	0
173	((1, 5), ('1', '2'))	1
174	((1, 5), ('1', '1'))	1
175	((1, 5), ('3', '0'))	aT
176	((1, 5), ('0', '2'))	0
177	((1, 5), ('2', '0'))	1
178	((1, 5), ('0', '1'))	0
179	((1, 5), 'sink')	0
180	((1, 5), ('3', '2'))	aT
181	((1, 5), ('1', '0'))	1
182	((1, 6), ('2', '2'))	1
183	((1, 6), ('3', '1'))	aT
184	((1, 6), ('2', '1'))	1
185	((1, 6), ('0', '0'))	0
186	((1, 6), ('1', '2'))	1
187	((1, 6), ('1', '1'))	1
188	((1, 6), ('3', '0'))	aT
189	((1, 6), ('0', '2'))	0
190	((1, 6), ('2', '0'))	2
191	((1, 6), ('0', '1'))	0
192	((1, 6), 'sink')	0
193	((1, 6), ('3', '2'))	aT
194	((1, 6), ('1', '0'))	1
195	((1, 7), ('2', '2'))	2
196	((1, 7), ('3', '1'))	aT
197	((1, 7), ('2', '1'))	2
198	((1, 7), ('0', '0'))	2
199	((1, 7), ('1', '2'))	2
200	((1, 7), ('1', '1'))	2
201	((1, 7), ('3', '0'))	aT
202	((1, 7), ('0', '2'))	2
203	((1, 7), ('2', '0'))	2
204	((1, 7), ('0', '1'))	2
205	((1, 7), 'sink')	0
206	((1, 7), ('3', '2'))	aT
207	((1, 7), ('1', '0'))	2
208	((2, 0), ('2', '2'))	1
209	((2, 0), ('3', '1'))	aT
210	((2, 0), ('2', '1'))	3
211	((2, 0), ('0', '0'))	0
212	((2, 0), ('1', '2'))	3
213	((2, 0), ('1', '1'))	3
214	((2, 0), ('3', '0'))	aT
215	((2, 0), ('0', '2'))	0
216	((2, 0), ('2', '0'))	1
217	((2, 0), ('0', '1'))	3
218	((2, 0), 'sink')	0
219	((2, 0), ('3', '2'))	aT
220	((2, 0), ('1', '0'))	3
221	((2, 1), ('2', '2'))	0
222	((2, 1), ('3', '1'))	aT
223	((2, 1), ('2', '1'))	2
224	((2, 1), ('0', '0'))	0
225	((2, 1), ('1', '2'))	2
226	((2, 1), ('1', '1'))	2
227	((2, 1), ('3', '0'))	aT
228	((2, 1), ('0', '2'))	0
229	((2, 1), ('2', '0'))	2
230	((2, 1), ('0', '1'))	2
231	((2, 1), 'sink')	0
232	((2, 1), ('3', '2'))	aT
233	((2, 1), ('1', '0'))	2
234	((2, 2), ('2', '2'))	0
235	((2, 2), ('3', '1'))	aT
236	((2, 2), ('2', '1'))	3
237	((2, 2), ('0', '0'))	0
238	((2, 2), ('1', '2'))	3
239	((2, 2), ('1', '1'))	3
240	((2, 2), ('3', '0'))	aT
241	((2, 2), ('0', '2'))	0
242	((2, 2), ('2', '0'))	3
243	((2, 2), ('0', '1'))	3
244	((2, 2), 'sink')	0
245	((2, 2), ('3', '2'))	aT
246	((2, 2), ('1', '0'))	3
247	((2, 3), ('2', '2'))	0
248	((2, 3), ('3', '1'))	aT
249	((2, 3), ('2', '1'))	2
250	((2, 3), ('0', '0'))	0
251	((2, 3), ('1', '2'))	2
252	((2, 3), ('1', '1'))	2
253	((2, 3), ('3', '0'))	aT
254	((2, 3), ('0', '2'))	0
255	((2, 3), ('2', '0'))	0
256	((2, 3), ('0', '1'))	2
257	((2, 3), 'sink')	0
258	((2, 3), ('3', '2'))	aT
259	((2, 3), ('1', '0'))	2
260	((2, 4), ('2', '2'))	1
261	((2, 4), ('3', '1'))	aT
262	((2, 4), ('2', '1'))	1
263	((2, 4), ('0', '0'))	0
264	((2, 4), ('1', '2'))	2
265	((2, 4), ('1', '1'))	2
266	((2, 4), ('3', '0'))	aT
267	((2, 4), ('0', '2'))	0
268	((2, 4), ('2', '0'))	1
269	((2, 4), ('0', '1'))	1
270	((2, 4), 'sink')	0
271	((2, 4), ('3', '2'))	aT
272	((2, 4), ('1', '0'))	2
273	((2, 5), ('2', '2'))	1
274	((2, 5), ('3', '1'))	aT
275	((2, 5), ('2', '1'))	1
276	((2, 5), ('0', '0'))	3
277	((2, 5), ('1', '2'))	2
278	((2, 5), ('1', '1'))	2
279	((2, 5), ('3', '0'))	aT
280	((2, 5), ('0', '2'))	0
281	((2, 5), ('2', '0'))	1
282	((2, 5), ('0', '1'))	3
283	((2, 5), 'sink')	0
284	((2, 5), ('3', '2'))	aT
285	((2, 5), ('1', '0'))	2
286	((2, 6), ('2', '2'))	2
287	((2, 6), ('3', '1'))	aT
288	((2, 6), ('2', '1'))	2
289	((2, 6), ('0', '0'))	3
290	((2, 6), ('1', '2'))	2
291	((2, 6), ('1', '1'))	2
292	((2, 6), ('3', '0'))	aT
293	((2, 6), ('0', '2'))	3
294	((2, 6), ('2', '0'))	2
295	((2, 6), ('0', '1'))	3
296	((2, 6), 'sink')	0
297	((2, 6), ('3', '2'))	aT
298	((2, 6), ('1', '0'))	2
299	((2, 7), ('2', '2'))	3
300	((2, 7), ('3', '1'))	aT
301	((2, 7), ('2', '1'))	3
302	((2, 7), ('0', '0'))	3
303	((2, 7), ('1', '2'))	3
304	((2, 7), ('1', '1'))	3
305	((2, 7), ('3', '0'))	aT
306	((2, 7), ('0', '2'))	3
307	((2, 7), ('2', '0'))	3
308	((2, 7), ('0', '1'))	3
309	((2, 7), 'sink')	0
310	((2, 7), ('3', '2'))	aT
311	((2, 7), ('1', '0'))	3
312	((3, 0), ('2', '2'))	1
313	((3, 0), ('3', '1'))	aT
314	((3, 0), ('2', '1'))	3
315	((3, 0), ('0', '0'))	3
316	((3, 0), ('1', '2'))	3
317	((3, 0), ('1', '1'))	3
318	((3, 0), ('3', '0'))	aT
319	((3, 0), ('0', '2'))	3
320	((3, 0), ('2', '0'))	1
321	((3, 0), ('0', '1'))	3
322	((3, 0), 'sink')	0
323	((3, 0), ('3', '2'))	aT
324	((3, 0), ('1', '0'))	3
325	((3, 1), ('2', '2'))	2
326	((3, 1), ('3', '1'))	aT
327	((3, 1), ('2', '1'))	2
328	((3, 1), ('0', '0'))	2
329	((3, 1), ('1', '2'))	2
330	((3, 1), ('1', '1'))	2
331	((3, 1), ('3', '0'))	aT
332	((3, 1), ('0', '2'))	3
333	((3, 1), ('2', '0'))	2
334	((3, 1), ('0', '1'))	2
335	((3, 1), 'sink')	0
336	((3, 1), ('3', '2'))	aT
337	((3, 1), ('1', '0'))	2
338	((3, 2), ('2', '2'))	aT
339	((3, 2), ('3', '1'))	aT
340	((3, 2), ('2', '1'))	0
341	((3, 2), ('0', '0'))	0
342	((3, 2), ('1', '2'))	aT
343	((3, 2), ('1', '1'))	0
344	((3, 2), ('3', '0'))	aT
345	((3, 2), ('0', '2'))	aT
346	((3, 2), ('2', '0'))	0
347	((3, 2), ('0', '1'))	0
348	((3, 2), 'sink')	0
349	((3, 2), ('3', '2'))	aT
350	((3, 2), ('1', '0'))	0
351	((3, 3), ('2', '2'))	aT
352	((3, 3), ('3', '1'))	aT
353	((3, 3), ('2', '1'))	0
354	((3, 3), ('0', '0'))	0
355	((3, 3), ('1', '2'))	aT
356	((3, 3), ('1', '1'))	0
357	((3, 3), ('3', '0'))	aT
358	((3, 3), ('0', '2'))	aT
359	((3, 3), ('2', '0'))	0
360	((3, 3), ('0', '1'))	0
361	((3, 3), 'sink')	0
362	((3, 3), ('3', '2'))	aT
363	((3, 3), ('1', '0'))	0
364	((3, 4), ('2', '2'))	1
365	((3, 4), ('3', '1'))	aT
366	((3, 4), ('2', '1'))	1
367	((3, 4), ('0', '0'))	0
368	((3, 4), ('1', '2'))	3
369	((3, 4), ('1', '1'))	0
370	((3, 4), ('3', '0'))	aT
371	((3, 4), ('0', '2'))	0
372	((3, 4), ('2', '0'))	1
373	((3, 4), ('0', '1'))	0
374	((3, 4), 'sink')	0
375	((3, 4), ('3', '2'))	aT
376	((3, 4), ('1', '0'))	0
377	((3, 5), ('2', '2'))	2
378	((3, 5), ('3', '1'))	aT
379	((3, 5), ('2', '1'))	2
380	((3, 5), ('0', '0'))	3
381	((3, 5), ('1', '2'))	2
382	((3, 5), ('1', '1'))	2
383	((3, 5), ('3', '0'))	aT
384	((3, 5), ('0', '2'))	3
385	((3, 5), ('2', '0'))	2
386	((3, 5), ('0', '1'))	3
387	((3, 5), 'sink')	0
388	((3, 5), ('3', '2'))	aT
389	((3, 5), ('1', '0'))	2
390	((3, 6), ('2', '2'))	aT
391	((3, 6), ('3', '1'))	aT
392	((3, 6), ('2', '1'))	0
393	((3, 6), ('0', '0'))	0
394	((3, 6), ('1', '2'))	aT
395	((3, 6), ('1', '1'))	0
396	((3, 6), ('3', '0'))	aT
397	((3, 6), ('0', '2'))	aT
398	((3, 6), ('2', '0'))	0
399	((3, 6), ('0', '1'))	0
400	((3, 6), 'sink')	0
401	((3, 6), ('3', '2'))	aT
402	((3, 6), ('1', '0'))	0
403	((3, 7), ('2', '2'))	aT
404	((3, 7), ('3', '1'))	aT
405	((3, 7), ('2', '1'))	0
406	((3, 7), ('0', '0'))	0
407	((3, 7), ('1', '2'))	aT
408	((3, 7), ('1', '1'))	0
409	((3, 7), ('3', '0'))	aT
410	((3, 7), ('0', '2'))	aT
411	((3, 7), ('2', '0'))	0
412	((3, 7), ('0', '1'))	0
413	((3, 7), 'sink')	0
414	((3, 7), ('3', '2'))	aT
415	((3, 7), ('1', '0'))	0
416	((4, 0), ('2', '2'))	1
417	((4, 0), ('3', '1'))	aT
418	((4, 0), ('2', '1'))	3
419	((4, 0), ('0', '0'))	1
420	((4, 0), ('1', '2'))	3
421	((4, 0), ('1', '1'))	3
422	((4, 0), ('3', '0'))	aT
423	((4, 0), ('0', '2'))	3
424	((4, 0), ('2', '0'))	1
425	((4, 0), ('0', '1'))	3
426	((4, 0), 'sink')	0
427	((4, 0), ('3', '2'))	aT
428	((4, 0), ('1', '0'))	3
429	((4, 1), ('2', '2'))	1
430	((4, 1), ('3', '1'))	aT
431	((4, 1), ('2', '1'))	2
432	((4, 1), ('0', '0'))	2
433	((4, 1), ('1', '2'))	2
434	((4, 1), ('1', '1'))	2
435	((4, 1), ('3', '0'))	aT
436	((4, 1), ('0', '2'))	3
437	((4, 1), ('2', '0'))	2
438	((4, 1), ('0', '1'))	2
439	((4, 1), 'sink')	0
440	((4, 1), ('3', '2'))	aT
441	((4, 1), ('1', '0'))	2
442	((4, 2), ('2', '2'))	aT
443	((4, 2), ('3', '1'))	aT
444	((4, 2), ('2', '1'))	0
445	((4, 2), ('0', '0'))	0
446	((4, 2), ('1', '2'))	aT
447	((4, 2), ('1', '1'))	0
448	((4, 2), ('3', '0'))	aT
449	((4, 2), ('0', '2'))	aT
450	((4, 2), ('2', '0'))	0
451	((4, 2), ('0', '1'))	0
452	((4, 2), 'sink')	0
453	((4, 2), ('3', '2'))	aT
454	((4, 2), ('1', '0'))	0
455	((4, 3), ('2', '2'))	aT
456	((4, 3), ('3', '1'))	aT
457	((4, 3), ('2', '1'))	0
458	((4, 3), ('0', '0'))	0
459	((4, 3), ('1', '2'))	aT
460	((4, 3), ('1', '1'))	0
461	((4, 3), ('3', '0'))	aT
462	((4, 3), ('0', '2'))	aT
463	((4, 3), ('2', '0'))	0
464	((4, 3), ('0', '1'))	0
465	((4, 3), 'sink')	0
466	((4, 3), ('3', '2'))	aT
467	((4, 3), ('1', '0'))	0
468	((4, 4), ('2', '2'))	0
469	((4, 4), ('3', '1'))	aT
470	((4, 4), ('2', '1'))	0
471	((4, 4), ('0', '0'))	0
472	((4, 4), ('1', '2'))	1
473	((4, 4), ('1', '1'))	0
474	((4, 4), ('3', '0'))	aT
475	((4, 4), ('0', '2'))	3
476	((4, 4), ('2', '0'))	0
477	((4, 4), ('0', '1'))	0
478	((4, 4), 'sink')	0
479	((4, 4), ('3', '2'))	aT
480	((4, 4), ('1', '0'))	0
481	((4, 5), ('2', '2'))	2
482	((4, 5), ('3', '1'))	aT
483	((4, 5), ('2', '1'))	2
484	((4, 5), ('0', '0'))	2
485	((4, 5), ('1', '2'))	2
486	((4, 5), ('1', '1'))	2
487	((4, 5), ('3', '0'))	aT
488	((4, 5), ('0', '2'))	3
489	((4, 5), ('2', '0'))	2
490	((4, 5), ('0', '1'))	2
491	((4, 5), 'sink')	0
492	((4, 5), ('3', '2'))	aT
493	((4, 5), ('1', '0'))	2
494	((4, 6), ('2', '2'))	aT
495	((4, 6), ('3', '1'))	aT
496	((4, 6), ('2', '1'))	0
497	((4, 6), ('0', '0'))	0
498	((4, 6), ('1', '2'))	aT
499	((4, 6), ('1', '1'))	0
500	((4, 6), ('3', '0'))	aT
501	((4, 6), ('0', '2'))	aT
502	((4, 6), ('2', '0'))	0
503	((4, 6), ('0', '1'))	0
504	((4, 6), 'sink')	0
505	((4, 6), ('3', '2'))	aT
506	((4, 6), ('1', '0'))	0
507	((4, 7), ('2', '2'))	aT
508	((4, 7), ('3', '1'))	aT
509	((4, 7), ('2', '1'))	0
510	((4, 7), ('0', '0'))	0
511	((4, 7), ('1', '2'))	aT
512	((4, 7), ('1', '1'))	0
513	((4, 7), ('3', '0'))	aT
514	((4, 7), ('0', '2'))	aT
515	((4, 7), ('2', '0'))	0
516	((4, 7), ('0', '1'))	0
517	((4, 7), 'sink')	0
518	((4, 7), ('3', '2'))	aT
519	((4, 7), ('1', '0'))	0
520	((5, 0), ('2', '2'))	0
521	((5, 0), ('3', '1'))	aT
522	((5, 0), ('2', '1'))	3
523	((5, 0), ('0', '0'))	0
524	((5, 0), ('1', '2'))	3
525	((5, 0), ('1', '1'))	3
526	((5, 0), ('3', '0'))	aT
527	((5, 0), ('0', '2'))	0
528	((5, 0), ('2', '0'))	0
529	((5, 0), ('0', '1'))	3
530	((5, 0), 'sink')	0
531	((5, 0), ('3', '2'))	aT
532	((5, 0), ('1', '0'))	3
533	((5, 1), ('2', '2'))	0
534	((5, 1), ('3', '1'))	aT
535	((5, 1), ('2', '1'))	2
536	((5, 1), ('0', '0'))	0
537	((5, 1), ('1', '2'))	2
538	((5, 1), ('1', '1'))	2
539	((5, 1), ('3', '0'))	aT
540	((5, 1), ('0', '2'))	0
541	((5, 1), ('2', '0'))	0
542	((5, 1), ('0', '1'))	2
543	((5, 1), 'sink')	0
544	((5, 1), ('3', '2'))	aT
545	((5, 1), ('1', '0'))	2
546	((5, 2), ('2', '2'))	0
547	((5, 2), ('3', '1'))	aT
548	((5, 2), ('2', '1'))	1
549	((5, 2), ('0', '0'))	0
550	((5, 2), ('1', '2'))	2
551	((5, 2), ('1', '1'))	2
552	((5, 2), ('3', '0'))	aT
553	((5, 2), ('0', '2'))	0
554	((5, 2), ('2', '0'))	0
555	((5, 2), ('0', '1'))	2
556	((5, 2), 'sink')	0
557	((5, 2), ('3', '2'))	aT
558	((5, 2), ('1', '0'))	2
559	((5, 3), ('2', '2'))	0
560	((5, 3), ('3', '1'))	aT
561	((5, 3), ('2', '1'))	0
562	((5, 3), ('0', '0'))	0
563	((5, 3), ('1', '2'))	1
564	((5, 3), ('1', '1'))	1
565	((5, 3), ('3', '0'))	aT
566	((5, 3), ('0', '2'))	0
567	((5, 3), ('2', '0'))	0
568	((5, 3), ('0', '1'))	1
569	((5, 3), 'sink')	0
570	((5, 3), ('3', '2'))	aT
571	((5, 3), ('1', '0'))	1
572	((5, 4), ('2', '2'))	3
573	((5, 4), ('3', '1'))	aT
574	((5, 4), ('2', '1'))	3
575	((5, 4), ('0', '0'))	3
576	((5, 4), ('1', '2'))	2
577	((5, 4), ('1', '1'))	2
578	((5, 4), ('3', '0'))	aT
579	((5, 4), ('0', '2'))	3
580	((5, 4), ('2', '0'))	3
581	((5, 4), ('0', '1'))	2
582	((5, 4), 'sink')	0
583	((5, 4), ('3', '2'))	aT
584	((5, 4), ('1', '0'))	2
585	((5, 5), ('2', '2'))	3
586	((5, 5), ('3', '1'))	aT
587	((5, 5), ('2', '1'))	3
588	((5, 5), ('0', '0'))	3
589	((5, 5), ('1', '2'))	2
590	((5, 5), ('1', '1'))	2
591	((5, 5), ('3', '0'))	aT
592	((5, 5), ('0', '2'))	3
593	((5, 5), ('2', '0'))	3
594	((5, 5), ('0', '1'))	2
595	((5, 5), 'sink')	0
596	((5, 5), ('3', '2'))	aT
597	((5, 5), ('1', '0'))	2
598	((5, 6), ('2', '2'))	2
599	((5, 6), ('3', '1'))	aT
600	((5, 6), ('2', '1'))	2
601	((5, 6), ('0', '0'))	2
602	((5, 6), ('1', '2'))	2
603	((5, 6), ('1', '1'))	2
604	((5, 6), ('3', '0'))	aT
605	((5, 6), ('0', '2'))	2
606	((5, 6), ('2', '0'))	2
607	((5, 6), ('0', '1'))	2
608	((5, 6), 'sink')	0
609	((5, 6), ('3', '2'))	aT
610	((5, 6), ('1', '0'))	2
611	((5, 7), ('2', '2'))	1
612	((5, 7), ('3', '1'))	aT
613	((5, 7), ('2', '1'))	1
614	((5, 7), ('0', '0'))	1
615	((5, 7), ('1', '2'))	1
616	((5, 7), ('1', '1'))	1
617	((5, 7), ('3', '0'))	aT
618	((5, 7), ('0', '2'))	2
619	((5, 7), ('2', '0'))	1
620	((5, 7), ('0', '1'))	1
621	((5, 7), 'sink')	0
622	((5, 7), ('3', '2'))	aT
623	((5, 7), ('1', '0'))	1
624	((6, 0), ('2', '2'))	3
625	((6, 0), ('3', '1'))	aT
626	((6, 0), ('2', '1'))	3
627	((6, 0), ('0', '0'))	3
628	((6, 0), ('1', '2'))	3
629	((6, 0), ('1', '1'))	3
630	((6, 0), ('3', '0'))	aT
631	((6, 0), ('0', '2'))	3
632	((6, 0), ('2', '0'))	3
633	((6, 0), ('0', '1'))	3
634	((6, 0), 'sink')	0
635	((6, 0), ('3', '2'))	aT
636	((6, 0), ('1', '0'))	3
637	((6, 1), ('2', '2'))	3
638	((6, 1), ('3', '1'))	aT
639	((6, 1), ('2', '1'))	3
640	((6, 1), ('0', '0'))	3
641	((6, 1), ('1', '2'))	3
642	((6, 1), ('1', '1'))	3
643	((6, 1), ('3', '0'))	aT
644	((6, 1), ('0', '2'))	3
645	((6, 1), ('2', '0'))	3
646	((6, 1), ('0', '1'))	3
647	((6, 1), 'sink')	0
648	((6, 1), ('3', '2'))	aT
649	((6, 1), ('1', '0'))	3
650	((6, 2), ('2', '2'))	3
651	((6, 2), ('3', '1'))	aT
652	((6, 2), ('2', '1'))	3
653	((6, 2), ('0', '0'))	3
654	((6, 2), ('1', '2'))	3
655	((6, 2), ('1', '1'))	3
656	((6, 2), ('3', '0'))	aT
657	((6, 2), ('0', '2'))	3
658	((6, 2), ('2', '0'))	3
659	((6, 2), ('0', '1'))	3
660	((6, 2), 'sink')	0
661	((6, 2), ('3', '2'))	aT
662	((6, 2), ('1', '0'))	3
663	((6, 3), ('2', '2'))	3
664	((6, 3), ('3', '1'))	aT
665	((6, 3), ('2', '1'))	2
666	((6, 3), ('0', '0'))	3
667	((6, 3), ('1', '2'))	2
668	((6, 3), ('1', '1'))	2
669	((6, 3), ('3', '0'))	aT
670	((6, 3), ('0', '2'))	3
671	((6, 3), ('2', '0'))	3
672	((6, 3), ('0', '1'))	2
673	((6, 3), 'sink')	0
674	((6, 3), ('3', '2'))	aT
675	((6, 3), ('1', '0'))	2
676	((6, 4), ('2', '2'))	aT
677	((6, 4), ('3', '1'))	aT
678	((6, 4), ('2', '1'))	0
679	((6, 4), ('0', '0'))	0
680	((6, 4), ('1', '2'))	aT
681	((6, 4), ('1', '1'))	0
682	((6, 4), ('3', '0'))	aT
683	((6, 4), ('0', '2'))	aT
684	((6, 4), ('2', '0'))	0
685	((6, 4), ('0', '1'))	0
686	((6, 4), 'sink')	0
687	((6, 4), ('3', '2'))	aT
688	((6, 4), ('1', '0'))	0
689	((6, 5), ('2', '2'))	3
690	((6, 5), ('3', '1'))	aT
691	((6, 5), ('2', '1'))	3
692	((6, 5), ('0', '0'))	3
693	((6, 5), ('1', '2'))	3
694	((6, 5), ('1', '1'))	3
695	((6, 5), ('3', '0'))	aT
696	((6, 5), ('0', '2'))	3
697	((6, 5), ('2', '0'))	3
698	((6, 5), ('0', '1'))	3
699	((6, 5), 'sink')	0
700	((6, 5), ('3', '2'))	aT
701	((6, 5), ('1', '0'))	3
702	((6, 6), ('2', '2'))	2
703	((6, 6), ('3', '1'))	aT
704	((6, 6), ('2', '1'))	2
705	((6, 6), ('0', '0'))	2
706	((6, 6), ('1', '2'))	3
707	((6, 6), ('1', '1'))	2
708	((6, 6), ('3', '0'))	aT
709	((6, 6), ('0', '2'))	2
710	((6, 6), ('2', '0'))	2
711	((6, 6), ('0', '1'))	2
712	((6, 6), 'sink')	0
713	((6, 6), ('3', '2'))	aT
714	((6, 6), ('1', '0'))	2
715	((6, 7), ('2', '2'))	2
716	((6, 7), ('3', '1'))	aT
717	((6, 7), ('2', '1'))	2
718	((6, 7), ('0', '0'))	2
719	((6, 7), ('1', '2'))	2
720	((6, 7), ('1', '1'))	2
721	((6, 7), ('3', '0'))	aT
722	((6, 7), ('0', '2'))	2
723	((6, 7), ('2', '0'))	2
724	((6, 7), ('0', '1'))	2
725	((6, 7), 'sink')	0
726	((6, 7), ('3', '2'))	aT
727	((6, 7), ('1', '0'))	2
728	((7, 0), ('2', '2'))	3
729	((7, 0), ('3', '1'))	aT
730	((7, 0), ('2', '1'))	2
731	((7, 0), ('0', '0'))	2
732	((7, 0), ('1', '2'))	3
733	((7, 0), ('1', '1'))	2
