	State	Action
129	((3, 1), ('1', '0'))	aT
130	((3, 2), 'sink')	0
131	((3, 2), ('0', '1'))	aT
132	((3, 2), ('0', '0'))	0
133	((3, 2), ('1', '1'))	aT
134	((3, 2), ('1', '0'))	aT
135	((3, 3), 'sink')	0
136	((3, 3), ('0', '1'))	aT
137	((3, 3), ('0', '0'))	0
138	((3, 3), ('1', '1'))	aT
139	((3, 3), ('1', '0'))	aT
140	((3, 4), 'sink')	0
141	((3, 4), ('0', '1'))	1
142	((3, 4), ('0', '0'))	1
143	((3, 4), ('1', '1'))	aT
144	((3, 4), ('1', '0'))	aT
145	((3, 5), 'sink')	0
146	((3, 5), ('0', '1'))	2
147	((3, 5), ('0', '0'))	2
148	((3, 5), ('1', '1'))	aT
149	((3, 5), ('1', '0'))	aT
150	((3, 6), 'sink')	0
151	((3, 6), ('0', '1'))	aT
152	((3, 6), ('0', '0'))	0
153	((3, 6), ('1', '1'))	aT
154	((3, 6), ('1', '0'))	aT
155	((3, 7), 'sink')	0
156	((3, 7), ('0', '1'))	aT
157	((3, 7), ('0', '0'))	0
158	((3, 7), ('1', '1'))	aT
159	((3, 7), ('1', '0'))	aT
160	((4, 0), 'sink')	0
161	((4, 0), ('0', '1'))	1
162	((4, 0), ('0', '0'))	3
163	((4, 0), ('1', '1'))	aT
164	((4, 0), ('1', '0'))	aT
165	((4, 1), 'sink')	0
166	((4, 1), ('0', '1'))	2
167	((4, 1), ('0', '0'))	2
168	((4, 1), ('1', '1'))	aT
169	((4, 1), ('1', '0'))	aT
170	((4, 2), 'sink')	0
171	((4, 2), ('0', '1'))	aT
172	((4, 2), ('0', '0'))	0
173	((4, 2), ('1', '1'))	aT
174	((4, 2), ('1', '0'))	aT
175	((4, 3), 'sink')	0
176	((4, 3), ('0', '1'))	aT
177	((4, 3), ('0', '0'))	0
178	((4, 3), ('1', '1'))	aT
179	((4, 3), ('1', '0'))	aT
180	((4, 4), 'sink')	0
181	((4, 4), ('0', '1'))	0
182	((4, 4), ('0', '0'))	0
183	((4, 4), ('1', '1'))	aT
184	((4, 4), ('1', '0'))	aT
185	((4, 5), 'sink')	0
186	((4, 5), ('0', '1'))	2
187	((4, 5), ('0', '0'))	2
188	((4, 5), ('1', '1'))	aT
189	((4, 5), ('1', '0'))	aT
190	((4, 6), 'sink')	0
191	((4, 6), ('0', '1'))	aT
192	((4, 6), ('0', '0'))	0
193	((4, 6), ('1', '1'))	aT
194	((4, 6), ('1', '0'))	aT
195	((4, 7), 'sink')	0
196	((4, 7), ('0', '1'))	aT
197	((4, 7), ('0', '0'))	0
198	((4, 7), ('1', '1'))	aT
199	((4, 7), ('1', '0'))	aT
200	((5, 0), 'sink')	0
201	((5, 0), ('0', '1'))	0
202	((5, 0), ('0', '0'))	3
203	((5, 0), ('1', '1'))	aT
204	((5, 0), ('1', '0'))	aT
205	((5, 1), 'sink')	0
206	((5, 1), ('0', '1'))	0
207	((5, 1), ('0', '0'))	3
208	((5, 1), ('1', '1'))	aT
209	((5, 1), ('1', '0'))	aT
210	((5, 2), 'sink')	0
211	((5, 2), ('0', '1'))	0
212	((5, 2), ('0', '0'))	0
213	((5, 2), ('1', '1'))	aT
214	((5, 2), ('1', '0'))	aT
215	((5, 3), 'sink')	0
216	((5, 3), ('0', '1'))	0
217	((5, 3), ('0', '0'))	0
218	((5, 3), ('1', '1'))	aT
219	((5, 3), ('1', '0'))	aT
220	((5, 4), 'sink')	0
221	((5, 4), ('0', '1'))	3
222	((5, 4), ('0', '0'))	3
223	((5, 4), ('1', '1'))	aT
224	((5, 4), ('1', '0'))	aT
225	((5, 5), 'sink')	0
226	((5, 5), ('0', '1'))	3
227	((5, 5), ('0', '0'))	3
228	((5, 5), ('1', '1'))	aT
229	((5, 5), ('1', '0'))	aT
230	((5, 6), 'sink')	0
231	((5, 6), ('0', '1'))	2
232	((5, 6), ('0', '0'))	2
233	((5, 6), ('1', '1'))	aT
234	((5, 6), ('1', '0'))	aT
235	((5, 7), 'sink')	0
236	((5, 7), ('0', '1'))	1
237	((5, 7), ('0', '0'))	1
238	((5, 7), ('1', '1'))	aT
239	((5, 7), ('1', '0'))	aT
240	((6, 0), 'sink')	0
241	((6, 0), ('0', '1'))	3
242	((6, 0), ('0', '0'))	3
243	((6, 0), ('1', '1'))	aT
244	((6, 0), ('1', '0'))	aT
245	((6, 1), 'sink')	0
246	((6, 1), ('0', '1'))	3
247	((6, 1), ('0', '0'))	3
248	((6, 1), ('1', '1'))	aT
249	((6, 1), ('1', '0'))	aT
250	((6, 2), 'sink')	0
251	((6, 2), ('0', '1'))	3
252	((6, 2), ('0', '0'))	3
253	((6, 2), ('1', '1'))	aT
254	((6, 2), ('1', '0'))	aT
255	((6, 3), 'sink')	0
256	((6, 3), ('0', '1'))	3
257	((6, 3), ('0', '0'))	3
258	((6, 3), ('1', '1'))	aT
259	((6, 3), ('1', '0'))	aT
260	((6, 4), 'sink')	0
261	((6, 4), ('0', '1'))	aT
262	((6, 4), ('0', '0'))	0
263	((6, 4), ('1', '1'))	aT
264	((6, 4), ('1', '0'))	aT
265	((6, 5), 'sink')	0
266	((6, 5), ('0', '1'))	3
267	((6, 5), ('0', '0'))	3
268	((6, 5), ('1', '1'))	aT
269	((6, 5), ('1', '0'))	aT
270	((6, 6), 'sink')	0
271	((6, 6), ('0', '1'))	2
272	((6, 6), ('0', '0'))	2
273	((6, 6), ('1', '1'))	aT
274	((6, 6), ('1', '0'))	aT
275	((6, 7), 'sink')	0
276	((6, 7), ('0', '1'))	2
277	((6, 7), ('0', '0'))	2
278	((6, 7), ('1', '1'))	aT
279	((6, 7), ('1', '0'))	aT
280	((7, 0), 'sink')	0
281	((7, 0), ('0', '1'))	3
282	((7, 0), ('0', '0'))	2
283	((7, 0), ('1', '1'))	aT
284	((7, 0), ('1', '0'))	aT
285	((7, 1), 'sink')	0
286	((7, 1), ('0', '1'))	aT
287	((7, 1), ('0', '0'))	0
288	((7, 1), ('1', '1'))	aT
289	((7, 1), ('1', '0'))	aT
290	((7, 2), 'sink')	0
291	((7, 2), ('0', '1'))	aT
292	((7, 2), ('0', '0'))	0
293	((7, 2), ('1', '1'))	aT
294	((7, 2), ('1', '0'))	aT
295	((7, 3), 'sink')	0
296	((7, 3), ('0', '1'))	3
297	((7, 3), ('0', '0'))	3
298	((7, 3), ('1', '1'))	aT
299	((7, 3), ('1', '0'))	aT
300	((7, 4), 'sink')	0
301	((7, 4), ('0', '1'))	aT
302	((7, 4), ('0', '0'))	0
303	((7, 4), ('1', '1'))	aT
304	((7, 4), ('1', '0'))	aT
305	((7, 5), 'sink')	0
306	((7, 5), ('0', '1'))	0
307	((7, 5), ('0', '0'))	0
308	((7, 5), ('1', '1'))	aT
309	((7, 5), ('1', '0'))	aT
310	((7, 6), 'sink')	0
311	((7, 6), ('0', '1'))	3
312	((7, 6), ('0', '0'))	3
313	((7, 6), ('1', '1'))	aT
314	((7, 6), ('1', '0'))	aT
315	((7, 7), 'sink')	0
316	((7, 7), ('0', '1'))	2
317	((7, 7), ('0', '0'))	2
318	((7, 7), ('1', '1'))	aT
319	((7, 7), ('1', '0'))	aT
320	('sT', 'sink')	0
321	('sT', ('0', '1'))	aT
322	('sT', ('0', '0'))	0
323	('sT', ('1', '1'))	aT
324	('sT', ('1', '0'))	aT
