	State	Action
130	((1, 2), ('0', '2'))	aT
131	((1, 2), ('3', '1'))	aT
132	((1, 2), ('2', '0'))	2
133	((1, 2), ('3', '2'))	aT
134	((1, 2), ('0', '1'))	2
135	((1, 2), ('1', '0'))	2
136	((1, 2), 'sink')	0
137	((1, 2), ('2', '1'))	2
138	((1, 2), ('2', '2'))	aT
139	((1, 2), ('0', '0'))	2
140	((1, 2), ('1', '2'))	2
141	((1, 2), ('3', '0'))	aT
142	((1, 2), ('1', '1'))	2
143	((1, 3), ('0', '2'))	aT
144	((1, 3), ('3', '1'))	aT
145	((1, 3), ('2', '0'))	0
146	((1, 3), ('3', '2'))	aT
147	((1, 3), ('0', '1'))	0
148	((1, 3), ('1', '0'))	0
149	((1, 3), 'sink')	0
150	((1, 3), ('2', '1'))	0
151	((1, 3), ('2', '2'))	aT
152	((1, 3), ('0', '0'))	0
153	((1, 3), ('1', '2'))	aT
154	((1, 3), ('3', '0'))	aT
155	((1, 3), ('1', '1'))	0
156	((1, 4), ('0', '2'))	aT
157	((1, 4), ('3', '1'))	aT
158	((1, 4), ('2', '0'))	0
159	((1, 4), ('3', '2'))	aT
160	((1, 4), ('0', '1'))	0
161	((1, 4), ('1', '0'))	0
162	((1, 4), 'sink')	0
163	((1, 4), ('2', '1'))	0
164	((1, 4), ('2', '2'))	aT
165	((1, 4), ('0', '0'))	0
166	((1, 4), ('1', '2'))	aT
167	((1, 4), ('3', '0'))	aT
168	((1, 4), ('1', '1'))	0
169	((1, 5), ('0', '2'))	aT
170	((1, 5), ('3', '1'))	aT
171	((1, 5), ('2', '0'))	0
172	((1, 5), ('3', '2'))	aT
173	((1, 5), ('0', '1'))	0
174	((1, 5), ('1', '0'))	0
175	((1, 5), 'sink')	0
176	((1, 5), ('2', '1'))	0
177	((1, 5), ('2', '2'))	aT
178	((1, 5), ('0', '0'))	0
179	((1, 5), ('1', '2'))	1
180	((1, 5), ('3', '0'))	aT
181	((1, 5), ('1', '1'))	0
182	((1, 6), ('0', '2'))	aT
183	((1, 6), ('3', '1'))	aT
184	((1, 6), ('2', '0'))	1
185	((1, 6), ('3', '2'))	aT
186	((1, 6), ('0', '1'))	0
187	((1, 6), ('1', '0'))	1
188	((1, 6), 'sink')	0
189	((1, 6), ('2', '1'))	1
190	((1, 6), ('2', '2'))	aT
191	((1, 6), ('0', '0'))	0
192	((1, 6), ('1', '2'))	aT
193	((1, 6), ('3', '0'))	aT
194	((1, 6), ('1', '1'))	1
195	((1, 7), ('0', '2'))	aT
196	((1, 7), ('3', '1'))	aT
197	((1, 7), ('2', '0'))	1
198	((1, 7), ('3', '2'))	aT
199	((1, 7), ('0', '1'))	2
200	((1, 7), ('1', '0'))	1
201	((1, 7), 'sink')	0
202	((1, 7), ('2', '1'))	1
203	((1, 7), ('2', '2'))	aT
204	((1, 7), ('0', '0'))	2
205	((1, 7), ('1', '2'))	aT
206	((1, 7), ('3', '0'))	aT
207	((1, 7), ('1', '1'))	1
208	((2, 0), ('0', '2'))	aT
209	((2, 0), ('3', '1'))	aT
210	((2, 0), ('2', '0'))	1
211	((2, 0), ('3', '2'))	aT
212	((2, 0), ('0', '1'))	3
213	((2, 0), ('1', '0'))	3
214	((2, 0), 'sink')	0
215	((2, 0), ('2', '1'))	3
216	((2, 0), ('2', '2'))	aT
217	((2, 0), ('0', '0'))	1
218	((2, 0), ('1', '2'))	3
219	((2, 0), ('3', '0'))	aT
220	((2, 0), ('1', '1'))	3
221	((2, 1), ('0', '2'))	aT
222	((2, 1), ('3', '1'))	aT
223	((2, 1), ('2', '0'))	2
224	((2, 1), ('3', '2'))	aT
225	((2, 1), ('0', '1'))	2
226	((2, 1), ('1', '0'))	2
227	((2, 1), 'sink')	0
228	((2, 1), ('2', '1'))	2
229	((2, 1), ('2', '2'))	aT
230	((2, 1), ('0', '0'))	1
231	((2, 1), ('1', '2'))	2
232	((2, 1), ('3', '0'))	aT
233	((2, 1), ('1', '1'))	2
234	((2, 2), ('0', '2'))	aT
235	((2, 2), ('3', '1'))	aT
236	((2, 2), ('2', '0'))	3
237	((2, 2), ('3', '2'))	aT
238	((2, 2), ('0', '1'))	3
239	((2, 2), ('1', '0'))	3
240	((2, 2), 'sink')	0
241	((2, 2), ('2', '1'))	3
242	((2, 2), ('2', '2'))	aT
243	((2, 2), ('0', '0'))	3
244	((2, 2), ('1', '2'))	3
245	((2, 2), ('3', '0'))	aT
246	((2, 2), ('1', '1'))	3
247	((2, 3), ('0', '2'))	aT
248	((2, 3), ('3', '1'))	aT
249	((2, 3), ('2', '0'))	1
250	((2, 3), ('3', '2'))	aT
251	((2, 3), ('0', '1'))	1
252	((2, 3), ('1', '0'))	1
253	((2, 3), 'sink')	0
254	((2, 3), ('2', '1'))	1
255	((2, 3), ('2', '2'))	aT
256	((2, 3), ('0', '0'))	1
257	((2, 3), ('1', '2'))	2
258	((2, 3), ('3', '0'))	aT
259	((2, 3), ('1', '1'))	1
260	((2, 4), ('0', '2'))	aT
261	((2, 4), ('3', '1'))	aT
262	((2, 4), ('2', '0'))	1
263	((2, 4), ('3', '2'))	aT
264	((2, 4), ('0', '1'))	1
265	((2, 4), ('1', '0'))	1
266	((2, 4), 'sink')	0
267	((2, 4), ('2', '1'))	1
268	((2, 4), ('2', '2'))	aT
269	((2, 4), ('0', '0'))	1
270	((2, 4), ('1', '2'))	2
271	((2, 4), ('3', '0'))	aT
272	((2, 4), ('1', '1'))	1
273	((2, 5), ('0', '2'))	aT
274	((2, 5), ('3', '1'))	aT
275	((2, 5), ('2', '0'))	0
276	((2, 5), ('3', '2'))	aT
277	((2, 5), ('0', '1'))	0
278	((2, 5), ('1', '0'))	2
279	((2, 5), 'sink')	0
280	((2, 5), ('2', '1'))	1
281	((2, 5), ('2', '2'))	aT
282	((2, 5), ('0', '0'))	0
283	((2, 5), ('1', '2'))	2
284	((2, 5), ('3', '0'))	aT
285	((2, 5), ('1', '1'))	2
286	((2, 6), ('0', '2'))	aT
287	((2, 6), ('3', '1'))	aT
288	((2, 6), ('2', '0'))	3
289	((2, 6), ('3', '2'))	aT
290	((2, 6), ('0', '1'))	3
291	((2, 6), ('1', '0'))	3
292	((2, 6), 'sink')	0
293	((2, 6), ('2', '1'))	3
294	((2, 6), ('2', '2'))	aT
295	((2, 6), ('0', '0'))	3
296	((2, 6), ('1', '2'))	2
297	((2, 6), ('3', '0'))	aT
298	((2, 6), ('1', '1'))	3
299	((2, 7), ('0', '2'))	aT
300	((2, 7), ('3', '1'))	aT
301	((2, 7), ('2', '0'))	3
302	((2, 7), ('3', '2'))	aT
303	((2, 7), ('0', '1'))	3
304	((2, 7), ('1', '0'))	3
305	((2, 7), 'sink')	0
306	((2, 7), ('2', '1'))	3
307	((2, 7), ('2', '2'))	aT
308	((2, 7), ('0', '0'))	3
309	((2, 7), ('1', '2'))	aT
310	((2, 7), ('3', '0'))	aT
311	((2, 7), ('1', '1'))	3
312	((3, 0), ('0', '2'))	aT
313	((3, 0), ('3', '1'))	aT
314	((3, 0), ('2', '0'))	1
315	((3, 0), ('3', '2'))	aT
316	((3, 0), ('0', '1'))	3
317	((3, 0), ('1', '0'))	3
318	((3, 0), 'sink')	0
319	((3, 0), ('2', '1'))	3
320	((3, 0), ('2', '2'))	aT
321	((3, 0), ('0', '0'))	1
322	((3, 0), ('1', '2'))	3
323	((3, 0), ('3', '0'))	aT
324	((3, 0), ('1', '1'))	3
325	((3, 1), ('0', '2'))	aT
326	((3, 1), ('3', '1'))	aT
327	((3, 1), ('2', '0'))	2
328	((3, 1), ('3', '2'))	aT
329	((3, 1), ('0', '1'))	2
330	((3, 1), ('1', '0'))	2
331	((3, 1), 'sink')	0
332	((3, 1), ('2', '1'))	2
333	((3, 1), ('2', '2'))	aT
334	((3, 1), ('0', '0'))	2
335	((3, 1), ('1', '2'))	2
336	((3, 1), ('3', '0'))	aT
337	((3, 1), ('1', '1'))	2
338	((3, 2), ('0', '2'))	aT
339	((3, 2), ('3', '1'))	aT
340	((3, 2), ('2', '0'))	0
341	((3, 2), ('3', '2'))	aT
342	((3, 2), ('0', '1'))	0
343	((3, 2), ('1', '0'))	0
344	((3, 2), 'sink')	0
345	((3, 2), ('2', '1'))	0
346	((3, 2), ('2', '2'))	aT
347	((3, 2), ('0', '0'))	0
348	((3, 2), ('1', '2'))	aT
349	((3, 2), ('3', '0'))	aT
350	((3, 2), ('1', '1'))	0
351	((3, 3), ('0', '2'))	aT
352	((3, 3), ('3', '1'))	aT
353	((3, 3), ('2', '0'))	0
354	((3, 3), ('3', '2'))	aT
355	((3, 3), ('0', '1'))	0
356	((3, 3), ('1', '0'))	0
357	((3, 3), 'sink')	0
358	((3, 3), ('2', '1'))	0
359	((3, 3), ('2', '2'))	aT
360	((3, 3), ('0', '0'))	0
361	((3, 3), ('1', '2'))	aT
362	((3, 3), ('3', '0'))	aT
363	((3, 3), ('1', '1'))	0
364	((3, 4), ('0', '2'))	aT
365	((3, 4), ('3', '1'))	aT
366	((3, 4), ('2', '0'))	0
367	((3, 4), ('3', '2'))	aT
368	((3, 4), ('0', '1'))	0
369	((3, 4), ('1', '0'))	0
370	((3, 4), 'sink')	0
371	((3, 4), ('2', '1'))	0
372	((3, 4), ('2', '2'))	1
373	((3, 4), ('0', '0'))	0
374	((3, 4), ('1', '2'))	0
375	((3, 4), ('3', '0'))	aT
376	((3, 4), ('1', '1'))	0
377	((3, 5), ('0', '2'))	aT
378	((3, 5), ('3', '1'))	aT
379	((3, 5), ('2', '0'))	2
380	((3, 5), ('3', '2'))	aT
381	((3, 5), ('0', '1'))	2
382	((3, 5), ('1', '0'))	2
383	((3, 5), 'sink')	0
384	((3, 5), ('2', '1'))	2
385	((3, 5), ('2', '2'))	aT
386	((3, 5), ('0', '0'))	2
387	((3, 5), ('1', '2'))	2
388	((3, 5), ('3', '0'))	aT
389	((3, 5), ('1', '1'))	2
390	((3, 6), ('0', '2'))	aT
391	((3, 6), ('3', '1'))	aT
392	((3, 6), ('2', '0'))	0
393	((3, 6), ('3', '2'))	aT
394	((3, 6), ('0', '1'))	0
395	((3, 6), ('1', '0'))	0
396	((3, 6), 'sink')	0
397	((3, 6), ('2', '1'))	0
398	((3, 6), ('2', '2'))	aT
399	((3, 6), ('0', '0'))	0
400	((3, 6), ('1', '2'))	aT
401	((3, 6), ('3', '0'))	aT
402	((3, 6), ('1', '1'))	0
403	((3, 7), ('0', '2'))	aT
404	((3, 7), ('3', '1'))	aT
405	((3, 7), ('2', '0'))	0
406	((3, 7), ('3', '2'))	aT
407	((3, 7), ('0', '1'))	0
408	((3, 7), ('1', '0'))	0
409	((3, 7), 'sink')	0
410	((3, 7), ('2', '1'))	0
411	((3, 7), ('2', '2'))	aT
412	((3, 7), ('0', '0'))	0
413	((3, 7), ('1', '2'))	aT
414	((3, 7), ('3', '0'))	aT
415	((3, 7), ('1', '1'))	0
416	((4, 0), ('0', '2'))	aT
417	((4, 0), ('3', '1'))	aT
418	((4, 0), ('2', '0'))	1
419	((4, 0), ('3', '2'))	aT
420	((4, 0), ('0', '1'))	3
421	((4, 0), ('1', '0'))	3
422	((4, 0), 'sink')	0
423	((4, 0), ('2', '1'))	3
424	((4, 0), ('2', '2'))	aT
425	((4, 0), ('0', '0'))	1
426	((4, 0), ('1', '2'))	3
427	((4, 0), ('3', '0'))	aT
428	((4, 0), ('1', '1'))	3
429	((4, 1), ('0', '2'))	aT
430	((4, 1), ('3', '1'))	aT
431	((4, 1), ('2', '0'))	2
432	((4, 1), ('3', '2'))	aT
433	((4, 1), ('0', '1'))	2
434	((4, 1), ('1', '0'))	2
435	((4, 1), 'sink')	0
436	((4, 1), ('2', '1'))	2
437	((4, 1), ('2', '2'))	aT
438	((4, 1), ('0', '0'))	2
439	((4, 1), ('1', '2'))	2
440	((4, 1), ('3', '0'))	aT
441	((4, 1), ('1', '1'))	2
442	((4, 2), ('0', '2'))	aT
443	((4, 2), ('3', '1'))	aT
444	((4, 2), ('2', '0'))	0
445	((4, 2), ('3', '2'))	aT
446	((4, 2), ('0', '1'))	0
447	((4, 2), ('1', '0'))	0
448	((4, 2), 'sink')	0
449	((4, 2), ('2', '1'))	0
450	((4, 2), ('2', '2'))	aT
451	((4, 2), ('0', '0'))	0
452	((4, 2), ('1', '2'))	aT
453	((4, 2), ('3', '0'))	aT
454	((4, 2), ('1', '1'))	0
455	((4, 3), ('0', '2'))	aT
456	((4, 3), ('3', '1'))	aT
457	((4, 3), ('2', '0'))	0
458	((4, 3), ('3', '2'))	aT
459	((4, 3), ('0', '1'))	0
460	((4, 3), ('1', '0'))	0
461	((4, 3), 'sink')	0
462	((4, 3), ('2', '1'))	0
463	((4, 3), ('2', '2'))	aT
464	((4, 3), ('0', '0'))	0
465	((4, 3), ('1', '2'))	aT
466	((4, 3), ('3', '0'))	aT
467	((4, 3), ('1', '1'))	0
468	((4, 4), ('0', '2'))	aT
469	((4, 4), ('3', '1'))	aT
470	((4, 4), ('2', '0'))	0
471	((4, 4), ('3', '2'))	aT
472	((4, 4), ('0', '1'))	0
473	((4, 4), ('1', '0'))	0
474	((4, 4), 'sink')	0
475	((4, 4), ('2', '1'))	0
476	((4, 4), ('2', '2'))	aT
477	((4, 4), ('0', '0'))	0
478	((4, 4), ('1', '2'))	0
479	((4, 4), ('3', '0'))	aT
480	((4, 4), ('1', '1'))	0
481	((4, 5), ('0', '2'))	aT
482	((4, 5), ('3', '1'))	aT
483	((4, 5), ('2', '0'))	2
484	((4, 5), ('3', '2'))	aT
485	((4, 5), ('0', '1'))	2
486	((4, 5), ('1', '0'))	2
487	((4, 5), 'sink')	0
488	((4, 5), ('2', '1'))	2
489	((4, 5), ('2', '2'))	2
490	((4, 5), ('0', '0'))	2
491	((4, 5), ('1', '2'))	2
492	((4, 5), ('3', '0'))	aT
493	((4, 5), ('1', '1'))	2
494	((4, 6), ('0', '2'))	aT
495	((4, 6), ('3', '1'))	aT
496	((4, 6), ('2', '0'))	0
497	((4, 6), ('3', '2'))	aT
498	((4, 6), ('0', '1'))	0
499	((4, 6), ('1', '0'))	0
500	((4, 6), 'sink')	0
501	((4, 6), ('2', '1'))	0
502	((4, 6), ('2', '2'))	aT
503	((4, 6), ('0', '0'))	0
504	((4, 6), ('1', '2'))	aT
505	((4, 6), ('3', '0'))	aT
506	((4, 6), ('1', '1'))	0
507	((4, 7), ('0', '2'))	aT
508	((4, 7), ('3', '1'))	aT
509	((4, 7), ('2', '0'))	0
510	((4, 7), ('3', '2'))	aT
511	((4, 7), ('0', '1'))	0
512	((4, 7), ('1', '0'))	0
513	((4, 7), 'sink')	0
514	((4, 7), ('2', '1'))	0
515	((4, 7), ('2', '2'))	aT
516	((4, 7), ('0', '0'))	0
517	((4, 7), ('1', '2'))	aT
518	((4, 7), ('3', '0'))	aT
519	((4, 7), ('1', '1'))	0
520	((5, 0), ('0', '2'))	aT
521	((5, 0), ('3', '1'))	aT
522	((5, 0), ('2', '0'))	1
523	((5, 0), ('3', '2'))	aT
524	((5, 0), ('0', '1'))	3
525	((5, 0), ('1', '0'))	3
526	((5, 0), 'sink')	0
527	((5, 0), ('2', '1'))	3
528	((5, 0), ('2', '2'))	aT
529	((5, 0), ('0', '0'))	1
530	((5, 0), ('1', '2'))	3
531	((5, 0), ('3', '0'))	aT
532	((5, 0), ('1', '1'))	3
533	((5, 1), ('0', '2'))	aT
534	((5, 1), ('3', '1'))	aT
535	((5, 1), ('2', '0'))	0
536	((5, 1), ('3', '2'))	aT
537	((5, 1), ('0', '1'))	2
538	((5, 1), ('1', '0'))	2
539	((5, 1), 'sink')	0
540	((5, 1), ('2', '1'))	2
541	((5, 1), ('2', '2'))	aT
542	((5, 1), ('0', '0'))	0
543	((5, 1), ('1', '2'))	2
544	((5, 1), ('3', '0'))	aT
545	((5, 1), ('1', '1'))	2
546	((5, 2), ('0', '2'))	aT
547	((5, 2), ('3', '1'))	aT
548	((5, 2), ('2', '0'))	1
549	((5, 2), ('3', '2'))	aT
550	((5, 2), ('0', '1'))	1
551	((5, 2), ('1', '0'))	1
552	((5, 2), 'sink')	0
553	((5, 2), ('2', '1'))	1
554	((5, 2), ('2', '2'))	aT
555	((5, 2), ('0', '0'))	1
556	((5, 2), ('1', '2'))	1
557	((5, 2), ('3', '0'))	aT
558	((5, 2), ('1', '1'))	1
559	((5, 3), ('0', '2'))	aT
560	((5, 3), ('3', '1'))	aT
561	((5, 3), ('2', '0'))	1
562	((5, 3), ('3', '2'))	aT
563	((5, 3), ('0', '1'))	1
564	((5, 3), ('1', '0'))	1
565	((5, 3), 'sink')	0
566	((5, 3), ('2', '1'))	1
567	((5, 3), ('2', '2'))	aT
568	((5, 3), ('0', '0'))	1
569	((5, 3), ('1', '2'))	1
570	((5, 3), ('3', '0'))	aT
571	((5, 3), ('1', '1'))	1
572	((5, 4), ('0', '2'))	aT
573	((5, 4), ('3', '1'))	aT
574	((5, 4), ('2', '0'))	3
575	((5, 4), ('3', '2'))	aT
576	((5, 4), ('0', '1'))	3
577	((5, 4), ('1', '0'))	3
578	((5, 4), 'sink')	0
579	((5, 4), ('2', '1'))	3
580	((5, 4), ('2', '2'))	3
581	((5, 4), ('0', '0'))	3
582	((5, 4), ('1', '2'))	2
583	((5, 4), ('3', '0'))	aT
584	((5, 4), ('1', '1'))	3
585	((5, 5), ('0', '2'))	aT
586	((5, 5), ('3', '1'))	aT
587	((5, 5), ('2', '0'))	3
588	((5, 5), ('3', '2'))	aT
589	((5, 5), ('0', '1'))	2
590	((5, 5), ('1', '0'))	2
591	((5, 5), 'sink')	0
592	((5, 5), ('2', '1'))	2
593	((5, 5), ('2', '2'))	aT
594	((5, 5), ('0', '0'))	3
595	((5, 5), ('1', '2'))	2
596	((5, 5), ('3', '0'))	aT
597	((5, 5), ('1', '1'))	2
598	((5, 6), ('0', '2'))	aT
599	((5, 6), ('3', '1'))	aT
600	((5, 6), ('2', '0'))	1
601	((5, 6), ('3', '2'))	aT
602	((5, 6), ('0', '1'))	1
603	((5, 6), ('1', '0'))	1
604	((5, 6), 'sink')	0
605	((5, 6), ('2', '1'))	1
606	((5, 6), ('2', '2'))	aT
607	((5, 6), ('0', '0'))	1
608	((5, 6), ('1', '2'))	2
609	((5, 6), ('3', '0'))	aT
610	((5, 6), ('1', '1'))	1
611	((5, 7), ('0', '2'))	aT
612	((5, 7), ('3', '1'))	aT
613	((5, 7), ('2', '0'))	1
614	((5, 7), ('3', '2'))	aT
615	((5, 7), ('0', '1'))	1
616	((5, 7), ('1', '0'))	1
617	((5, 7), 'sink')	0
618	((5, 7), ('2', '1'))	1
619	((5, 7), ('2', '2'))	aT
620	((5, 7), ('0', '0'))	1
621	((5, 7), ('1', '2'))	aT
622	((5, 7), ('3', '0'))	aT
623	((5, 7), ('1', '1'))	1
624	((6, 0), ('0', '2'))	aT
625	((6, 0), ('3', '1'))	aT
626	((6, 0), ('2', '0'))	3
627	((6, 0), ('3', '2'))	aT
628	((6, 0), ('0', '1'))	2
629	((6, 0), ('1', '0'))	2
630	((6, 0), 'sink')	0
631	((6, 0), ('2', '1'))	2
632	((6, 0), ('2', '2'))	aT
633	((6, 0), ('0', '0'))	3
634	((6, 0), ('1', '2'))	3
635	((6, 0), ('3', '0'))	aT
636	((6, 0), ('1', '1'))	2
637	((6, 1), ('0', '2'))	aT
638	((6, 1), ('3', '1'))	aT
639	((6, 1), ('2', '0'))	3
640	((6, 1), ('3', '2'))	aT
641	((6, 1), ('0', '1'))	3
642	((6, 1), ('1', '0'))	3
643	((6, 1), 'sink')	0
644	((6, 1), ('2', '1'))	3
645	((6, 1), ('2', '2'))	aT
646	((6, 1), ('0', '0'))	3
647	((6, 1), ('1', '2'))	3
648	((6, 1), ('3', '0'))	aT
649	((6, 1), ('1', '1'))	3
650	((6, 2), ('0', '2'))	aT
651	((6, 2), ('3', '1'))	aT
652	((6, 2), ('2', '0'))	3
653	((6, 2), ('3', '2'))	aT
654	((6, 2), ('0', '1'))	3
655	((6, 2), ('1', '0'))	3
656	((6, 2), 'sink')	0
657	((6, 2), ('2', '1'))	3
658	((6, 2), ('2', '2'))	aT
659	((6, 2), ('0', '0'))	3
660	((6, 2), ('1', '2'))	3
661	((6, 2), ('3', '0'))	aT
662	((6, 2), ('1', '1'))	3
663	((6, 3), ('0', '2'))	aT
664	((6, 3), ('3', '1'))	aT
665	((6, 3), ('2', '0'))	2
666	((6, 3), ('3', '2'))	aT
667	((6, 3), ('0', '1'))	2
668	((6, 3), ('1', '0'))	2
669	((6, 3), 'sink')	0
670	((6, 3), ('2', '1'))	2
671	((6, 3), ('2', '2'))	aT
672	((6, 3), ('0', '0'))	2
673	((6, 3), ('1', '2'))	2
674	((6, 3), ('3', '0'))	aT
675	((6, 3), ('1', '1'))	2
676	((6, 4), ('0', '2'))	aT
677	((6, 4), ('3', '1'))	aT
678	((6, 4), ('2', '0'))	0
679	((6, 4), ('3', '2'))	aT
680	((6, 4), ('0', '1'))	0
681	((6, 4), ('1', '0'))	0
682	((6, 4), 'sink')	0
683	((6, 4), ('2', '1'))	0
684	((6, 4), ('2', '2'))	aT
685	((6, 4), ('0', '0'))	0
686	((6, 4), ('1', '2'))	aT
687	((6, 4), ('3', '0'))	aT
688	((6, 4), ('1', '1'))	0
689	((6, 5), ('0', '2'))	aT
690	((6, 5), ('3', '1'))	aT
691	((6, 5), ('2', '0'))	0
692	((6, 5), ('3', '2'))	aT
693	((6, 5), ('0', '1'))	0
694	((6, 5), ('1', '0'))	0
695	((6, 5), 'sink')	0
696	((6, 5), ('2', '1'))	0
697	((6, 5), ('2', '2'))	aT
698	((6, 5), ('0', '0'))	0
699	((6, 5), ('1', '2'))	3
700	((6, 5), ('3', '0'))	aT
701	((6, 5), ('1', '1'))	0
702	((6, 6), ('0', '2'))	aT
703	((6, 6), ('3', '1'))	aT
704	((6, 6), ('2', '0'))	2
705	((6, 6), ('3', '2'))	aT
706	((6, 6), ('0', '1'))	2
707	((6, 6), ('1', '0'))	2
708	((6, 6), 'sink')	0
709	((6, 6), ('2', '1'))	2
710	((6, 6), ('2', '2'))	aT
711	((6, 6), ('0', '0'))	2
712	((6, 6), ('1', '2'))	aT
713	((6, 6), ('3', '0'))	aT
714	((6, 6), ('1', '1'))	2
715	((6, 7), ('0', '2'))	aT
716	((6, 7), ('3', '1'))	aT
717	((6, 7), ('2', '0'))	3
718	((6, 7), ('3', '2'))	aT
719	((6, 7), ('0', '1'))	3
720	((6, 7), ('1', '0'))	3
721	((6, 7), 'sink')	0
722	((6, 7), ('2', '1'))	3
723	((6, 7), ('2', '2'))	aT
724	((6, 7), ('0', '0'))	3
725	((6, 7), ('1', '2'))	aT
726	((6, 7), ('3', '0'))	aT
727	((6, 7), ('1', '1'))	3
728	((7, 0), ('0', '2'))	aT
