	State	Action
86	((2, 5), '0')	0
87	((2, 5), '1')	2
88	((2, 6), '2')	aT
89	((2, 6), 'sink')	0
90	((2, 6), '0')	3
91	((2, 6), '1')	2
92	((2, 7), '2')	aT
93	((2, 7), 'sink')	0
94	((2, 7), '0')	3
95	((2, 7), '1')	3
96	((3, 0), '2')	aT
97	((3, 0), 'sink')	0
98	((3, 0), '0')	1
99	((3, 0), '1')	3
100	((3, 1), '2')	aT
101	((3, 1), 'sink')	0
102	((3, 1), '0')	2
103	((3, 1), '1')	2
104	((3, 2), '2')	aT
105	((3, 2), 'sink')	0
106	((3, 2), '0')	0
107	((3, 2), '1')	0
108	((3, 3), '2')	aT
109	((3, 3), 'sink')	0
110	((3, 3), '0')	0
111	((3, 3), '1')	0
112	((3, 4), '2')	aT
113	((3, 4), 'sink')	0
114	((3, 4), '0')	0
115	((3, 4), '1')	0
116	((3, 5), '2')	aT
117	((3, 5), 'sink')	0
118	((3, 5), '0')	2
119	((3, 5), '1')	2
120	((3, 6), '2')	aT
121	((3, 6), 'sink')	0
122	((3, 6), '0')	0
123	((3, 6), '1')	0
124	((3, 7), '2')	aT
125	((3, 7), 'sink')	0
126	((3, 7), '0')	0
127	((3, 7), '1')	0
128	((4, 0), '2')	aT
129	((4, 0), 'sink')	0
130	((4, 0), '0')	1
131	((4, 0), '1')	3
132	((4, 1), '2')	aT
133	((4, 1), 'sink')	0
134	((4, 1), '0')	2
135	((4, 1), '1')	2
136	((4, 2), '2')	aT
137	((4, 2), 'sink')	0
138	((4, 2), '0')	0
139	((4, 2), '1')	0
140	((4, 3), '2')	aT
141	((4, 3), 'sink')	0
142	((4, 3), '0')	0
143	((4, 3), '1')	0
144	((4, 4), '2')	aT
145	((4, 4), 'sink')	0
146	((4, 4), '0')	0
147	((4, 4), '1')	0
148	((4, 5), '2')	aT
149	((4, 5), 'sink')	0
150	((4, 5), '0')	2
151	((4, 5), '1')	2
152	((4, 6), '2')	aT
153	((4, 6), 'sink')	0
154	((4, 6), '0')	0
155	((4, 6), '1')	0
156	((4, 7), '2')	aT
157	((4, 7), 'sink')	0
158	((4, 7), '0')	0
159	((4, 7), '1')	0
160	((5, 0), '2')	aT
161	((5, 0), 'sink')	0
162	((5, 0), '0')	0
163	((5, 0), '1')	3
164	((5, 1), '2')	aT
165	((5, 1), 'sink')	0
166	((5, 1), '0')	0
167	((5, 1), '1')	2
168	((5, 2), '2')	aT
169	((5, 2), 'sink')	0
170	((5, 2), '0')	0
171	((5, 2), '1')	2
172	((5, 3), '2')	aT
173	((5, 3), 'sink')	0
174	((5, 3), '0')	0
175	((5, 3), '1')	1
176	((5, 4), '2')	aT
177	((5, 4), 'sink')	0
178	((5, 4), '0')	3
179	((5, 4), '1')	2
180	((5, 5), '2')	aT
181	((5, 5), 'sink')	0
182	((5, 5), '0')	3
183	((5, 5), '1')	2
184	((5, 6), '2')	aT
185	((5, 6), 'sink')	0
186	((5, 6), '0')	2
187	((5, 6), '1')	2
188	((5, 7), '2')	aT
189	((5, 7), 'sink')	0
190	((5, 7), '0')	1
191	((5, 7), '1')	1
192	((6, 0), '2')	aT
193	((6, 0), 'sink')	0
194	((6, 0), '0')	3
195	((6, 0), '1')	3
196	((6, 1), '2')	aT
197	((6, 1), 'sink')	0
198	((6, 1), '0')	3
199	((6, 1), '1')	3
200	((6, 2), '2')	aT
201	((6, 2), 'sink')	0
202	((6, 2), '0')	3
203	((6, 2), '1')	3
204	((6, 3), '2')	aT
205	((6, 3), 'sink')	0
206	((6, 3), '0')	3
207	((6, 3), '1')	2
208	((6, 4), '2')	aT
209	((6, 4), 'sink')	0
210	((6, 4), '0')	0
211	((6, 4), '1')	0
212	((6, 5), '2')	aT
213	((6, 5), 'sink')	0
214	((6, 5), '0')	3
215	((6, 5), '1')	3
216	((6, 6), '2')	aT
217	((6, 6), 'sink')	0
218	((6, 6), '0')	2
219	((6, 6), '1')	3
220	((6, 7), '2')	aT
221	((6, 7), 'sink')	0
222	((6, 7), '0')	2
223	((6, 7), '1')	2
224	((7, 0), '2')	aT
225	((7, 0), 'sink')	0
226	((7, 0), '0')	2
227	((7, 0), '1')	2
228	((7, 1), '2')	aT
229	((7, 1), 'sink')	0
230	((7, 1), '0')	0
231	((7, 1), '1')	0
232	((7, 2), '2')	aT
233	((7, 2), 'sink')	0
234	((7, 2), '0')	0
235	((7, 2), '1')	0
236	((7, 3), '2')	aT
237	((7, 3), 'sink')	0
238	((7, 3), '0')	3
239	((7, 3), '1')	3
240	((7, 4), '2')	aT
241	((7, 4), 'sink')	0
242	((7, 4), '0')	0
243	((7, 4), '1')	0
244	((7, 5), '2')	aT
245	((7, 5), 'sink')	0
246	((7, 5), '0')	0
247	((7, 5), '1')	0
248	((7, 6), '2')	aT
249	((7, 6), 'sink')	0
250	((7, 6), '0')	3
251	((7, 6), '1')	3
252	((7, 7), '2')	aT
253	((7, 7), 'sink')	0
254	((7, 7), '0')	2
255	((7, 7), '1')	2
256	('sT', '2')	aT
257	('sT', 'sink')	0
258	('sT', '0')	0
259	('sT', '1')	0
