	State	Action
233	((0, 7), ('1', '0'))	1
234	((0, 7), ('1', '4'))	1
235	((0, 7), ('0', '2'))	1
236	((0, 7), ('4', '1'))	0
237	((0, 7), ('4', '2'))	0
238	((0, 7), ('1', '5'))	2
239	((0, 7), ('3', '1'))	1
240	((0, 7), ('2', '1'))	1
241	((0, 7), ('2', '2'))	1
242	((0, 7), ('3', '2'))	1
243	((0, 7), ('1', '3'))	1
244	((0, 7), ('0', '4'))	1
245	((0, 7), ('0', '0'))	1
246	((0, 7), 'sink')	0
247	((0, 7), ('4', '4'))	0
248	((1, 0), ('0', '5'))	0
249	((1, 0), ('4', '0'))	0
250	((1, 0), ('2', '0'))	1
251	((1, 0), ('3', '4'))	1
252	((1, 0), ('2', '4'))	1
253	((1, 0), ('3', '0'))	1
254	((1, 0), ('4', '5'))	0
255	((1, 0), ('0', '3'))	0
256	((1, 0), ('1', '1'))	1
257	((1, 0), ('3', '5'))	aT
258	((1, 0), ('2', '5'))	1
259	((1, 0), ('4', '3'))	0
260	((1, 0), ('1', '2'))	2
261	((1, 0), ('2', '3'))	1
262	((1, 0), ('3', '3'))	2
263	((1, 0), ('0', '1'))	0
264	((1, 0), ('1', '0'))	1
265	((1, 0), ('1', '4'))	2
266	((1, 0), ('0', '2'))	0
267	((1, 0), ('4', '1'))	0
268	((1, 0), ('4', '2'))	0
269	((1, 0), ('1', '5'))	2
270	((1, 0), ('3', '1'))	1
271	((1, 0), ('2', '1'))	1
272	((1, 0), ('2', '2'))	1
273	((1, 0), ('3', '2'))	2
274	((1, 0), ('1', '3'))	2
275	((1, 0), ('0', '4'))	0
276	((1, 0), ('0', '0'))	0
277	((1, 0), 'sink')	0
278	((1, 0), ('4', '4'))	0
279	((1, 1), ('0', '5'))	0
280	((1, 1), ('4', '0'))	0
281	((1, 1), ('2', '0'))	1
282	((1, 1), ('3', '4'))	1
283	((1, 1), ('2', '4'))	1
284	((1, 1), ('3', '0'))	1
285	((1, 1), ('4', '5'))	0
286	((1, 1), ('0', '3'))	0
287	((1, 1), ('1', '1'))	1
288	((1, 1), ('3', '5'))	aT
289	((1, 1), ('2', '5'))	1
290	((1, 1), ('4', '3'))	0
291	((1, 1), ('1', '2'))	2
292	((1, 1), ('2', '3'))	1
293	((1, 1), ('3', '3'))	2
294	((1, 1), ('0', '1'))	0
295	((1, 1), ('1', '0'))	1
296	((1, 1), ('1', '4'))	2
297	((1, 1), ('0', '2'))	0
298	((1, 1), ('4', '1'))	0
299	((1, 1), ('4', '2'))	0
300	((1, 1), ('1', '5'))	2
301	((1, 1), ('3', '1'))	1
302	((1, 1), ('2', '1'))	1
303	((1, 1), ('2', '2'))	1
304	((1, 1), ('3', '2'))	2
305	((1, 1), ('1', '3'))	2
306	((1, 1), ('0', '4'))	0
307	((1, 1), ('0', '0'))	0
308	((1, 1), 'sink')	0
309	((1, 1), ('4', '4'))	0
310	((1, 2), ('0', '5'))	1
311	((1, 2), ('4', '0'))	0
312	((1, 2), ('2', '0'))	2
313	((1, 2), ('3', '4'))	2
314	((1, 2), ('2', '4'))	2
315	((1, 2), ('3', '0'))	2
316	((1, 2), ('4', '5'))	0
317	((1, 2), ('0', '3'))	1
318	((1, 2), ('1', '1'))	2
319	((1, 2), ('3', '5'))	aT
320	((1, 2), ('2', '5'))	2
321	((1, 2), ('4', '3'))	0
322	((1, 2), ('1', '2'))	2
323	((1, 2), ('2', '3'))	2
324	((1, 2), ('3', '3'))	2
325	((1, 2), ('0', '1'))	1
326	((1, 2), ('1', '0'))	2
327	((1, 2), ('1', '4'))	2
328	((1, 2), ('0', '2'))	1
329	((1, 2), ('4', '1'))	0
330	((1, 2), ('4', '2'))	0
331	((1, 2), ('1', '5'))	2
332	((1, 2), ('3', '1'))	2
333	((1, 2), ('2', '1'))	2
334	((1, 2), ('2', '2'))	2
335	((1, 2), ('3', '2'))	2
336	((1, 2), ('1', '3'))	2
337	((1, 2), ('0', '4'))	1
338	((1, 2), ('0', '0'))	1
339	((1, 2), 'sink')	0
340	((1, 2), ('4', '4'))	0
341	((1, 3), ('0', '5'))	0
342	((1, 3), ('4', '0'))	0
343	((1, 3), ('2', '0'))	0
344	((1, 3), ('3', '4'))	0
345	((1, 3), ('2', '4'))	0
346	((1, 3), ('3', '0'))	0
347	((1, 3), ('4', '5'))	0
348	((1, 3), ('0', '3'))	0
349	((1, 3), ('1', '1'))	0
350	((1, 3), ('3', '5'))	aT
351	((1, 3), ('2', '5'))	0
352	((1, 3), ('4', '3'))	0
353	((1, 3), ('1', '2'))	0
354	((1, 3), ('2', '3'))	0
355	((1, 3), ('3', '3'))	0
356	((1, 3), ('0', '1'))	0
357	((1, 3), ('1', '0'))	0
358	((1, 3), ('1', '4'))	0
359	((1, 3), ('0', '2'))	0
360	((1, 3), ('4', '1'))	0
361	((1, 3), ('4', '2'))	0
362	((1, 3), ('1', '5'))	0
363	((1, 3), ('3', '1'))	0
364	((1, 3), ('2', '1'))	0
365	((1, 3), ('2', '2'))	0
366	((1, 3), ('3', '2'))	0
367	((1, 3), ('1', '3'))	0
368	((1, 3), ('0', '4'))	0
369	((1, 3), ('0', '0'))	0
370	((1, 3), 'sink')	0
371	((1, 3), ('4', '4'))	0
372	((1, 4), ('0', '5'))	0
373	((1, 4), ('4', '0'))	0
374	((1, 4), ('2', '0'))	0
375	((1, 4), ('3', '4'))	0
376	((1, 4), ('2', '4'))	0
377	((1, 4), ('3', '0'))	0
378	((1, 4), ('4', '5'))	0
379	((1, 4), ('0', '3'))	0
380	((1, 4), ('1', '1'))	0
381	((1, 4), ('3', '5'))	aT
382	((1, 4), ('2', '5'))	0
383	((1, 4), ('4', '3'))	0
384	((1, 4), ('1', '2'))	0
385	((1, 4), ('2', '3'))	0
386	((1, 4), ('3', '3'))	0
387	((1, 4), ('0', '1'))	0
388	((1, 4), ('1', '0'))	0
389	((1, 4), ('1', '4'))	0
390	((1, 4), ('0', '2'))	0
391	((1, 4), ('4', '1'))	0
392	((1, 4), ('4', '2'))	0
393	((1, 4), ('1', '5'))	0
394	((1, 4), ('3', '1'))	0
395	((1, 4), ('2', '1'))	0
396	((1, 4), ('2', '2'))	0
397	((1, 4), ('3', '2'))	0
398	((1, 4), ('1', '3'))	0
399	((1, 4), ('0', '4'))	0
400	((1, 4), ('0', '0'))	0
401	((1, 4), 'sink')	0
402	((1, 4), ('4', '4'))	0
403	((1, 5), ('0', '5'))	0
404	((1, 5), ('4', '0'))	0
405	((1, 5), ('2', '0'))	0
406	((1, 5), ('3', '4'))	0
407	((1, 5), ('2', '4'))	0
408	((1, 5), ('3', '0'))	0
409	((1, 5), ('4', '5'))	0
410	((1, 5), ('0', '3'))	0
411	((1, 5), ('1', '1'))	1
412	((1, 5), ('3', '5'))	aT
413	((1, 5), ('2', '5'))	1
414	((1, 5), ('4', '3'))	0
415	((1, 5), ('1', '2'))	1
416	((1, 5), ('2', '3'))	0
417	((1, 5), ('3', '3'))	0
418	((1, 5), ('0', '1'))	0
419	((1, 5), ('1', '0'))	0
420	((1, 5), ('1', '4'))	0
421	((1, 5), ('0', '2'))	0
422	((1, 5), ('4', '1'))	0
423	((1, 5), ('4', '2'))	0
424	((1, 5), ('1', '5'))	1
425	((1, 5), ('3', '1'))	1
426	((1, 5), ('2', '1'))	1
427	((1, 5), ('2', '2'))	1
428	((1, 5), ('3', '2'))	1
429	((1, 5), ('1', '3'))	0
430	((1, 5), ('0', '4'))	0
431	((1, 5), ('0', '0'))	0
432	((1, 5), 'sink')	0
433	((1, 5), ('4', '4'))	0
434	((1, 6), ('0', '5'))	3
435	((1, 6), ('4', '0'))	0
436	((1, 6), ('2', '0'))	0
437	((1, 6), ('3', '4'))	0
438	((1, 6), ('2', '4'))	3
439	((1, 6), ('3', '0'))	3
440	((1, 6), ('4', '5'))	0
441	((1, 6), ('0', '3'))	3
442	((1, 6), ('1', '1'))	2
443	((1, 6), ('3', '5'))	aT
444	((1, 6), ('2', '5'))	1
445	((1, 6), ('4', '3'))	0
446	((1, 6), ('1', '2'))	2
447	((1, 6), ('2', '3'))	0
448	((1, 6), ('3', '3'))	0
449	((1, 6), ('0', '1'))	3
450	((1, 6), ('1', '0'))	0
451	((1, 6), ('1', '4'))	0
452	((1, 6), ('0', '2'))	3
453	((1, 6), ('4', '1'))	0
454	((1, 6), ('4', '2'))	0
455	((1, 6), ('1', '5'))	1
456	((1, 6), ('3', '1'))	1
457	((1, 6), ('2', '1'))	1
458	((1, 6), ('2', '2'))	1
459	((1, 6), ('3', '2'))	1
460	((1, 6), ('1', '3'))	0
461	((1, 6), ('0', '4'))	3
462	((1, 6), ('0', '0'))	3
463	((1, 6), 'sink')	0
464	((1, 6), ('4', '4'))	0
465	((1, 7), ('0', '5'))	2
466	((1, 7), ('4', '0'))	0
467	((1, 7), ('2', '0'))	2
468	((1, 7), ('3', '4'))	2
469	((1, 7), ('2', '4'))	2
470	((1, 7), ('3', '0'))	2
471	((1, 7), ('4', '5'))	0
472	((1, 7), ('0', '3'))	2
473	((1, 7), ('1', '1'))	2
474	((1, 7), ('3', '5'))	aT
475	((1, 7), ('2', '5'))	2
476	((1, 7), ('4', '3'))	0
477	((1, 7), ('1', '2'))	2
478	((1, 7), ('2', '3'))	2
479	((1, 7), ('3', '3'))	2
480	((1, 7), ('0', '1'))	2
481	((1, 7), ('1', '0'))	2
482	((1, 7), ('1', '4'))	2
483	((1, 7), ('0', '2'))	2
484	((1, 7), ('4', '1'))	0
485	((1, 7), ('4', '2'))	0
486	((1, 7), ('1', '5'))	2
487	((1, 7), ('3', '1'))	2
488	((1, 7), ('2', '1'))	2
489	((1, 7), ('2', '2'))	2
490	((1, 7), ('3', '2'))	2
491	((1, 7), ('1', '3'))	2
492	((1, 7), ('0', '4'))	2
493	((1, 7), ('0', '0'))	2
494	((1, 7), 'sink')	0
495	((1, 7), ('4', '4'))	0
496	((2, 0), ('0', '5'))	0
497	((2, 0), ('4', '0'))	0
498	((2, 0), ('2', '0'))	1
499	((2, 0), ('3', '4'))	0
500	((2, 0), ('2', '4'))	1
501	((2, 0), ('3', '0'))	1
502	((2, 0), ('4', '5'))	0
503	((2, 0), ('0', '3'))	0
504	((2, 0), ('1', '1'))	1
505	((2, 0), ('3', '5'))	aT
506	((2, 0), ('2', '5'))	1
507	((2, 0), ('4', '3'))	0
508	((2, 0), ('1', '2'))	3
509	((2, 0), ('2', '3'))	1
510	((2, 0), ('3', '3'))	3
511	((2, 0), ('0', '1'))	0
512	((2, 0), ('1', '0'))	1
513	((2, 0), ('1', '4'))	3
514	((2, 0), ('0', '2'))	0
515	((2, 0), ('4', '1'))	0
516	((2, 0), ('4', '2'))	0
517	((2, 0), ('1', '5'))	3
518	((2, 0), ('3', '1'))	1
519	((2, 0), ('2', '1'))	1
520	((2, 0), ('2', '2'))	1
521	((2, 0), ('3', '2'))	3
522	((2, 0), ('1', '3'))	3
523	((2, 0), ('0', '4'))	0
524	((2, 0), ('0', '0'))	0
525	((2, 0), 'sink')	0
526	((2, 0), ('4', '4'))	0
527	((2, 1), ('0', '5'))	0
528	((2, 1), ('4', '0'))	0
529	((2, 1), ('2', '0'))	1
530	((2, 1), ('3', '4'))	0
531	((2, 1), ('2', '4'))	1
532	((2, 1), ('3', '0'))	1
533	((2, 1), ('4', '5'))	0
534	((2, 1), ('0', '3'))	0
535	((2, 1), ('1', '1'))	2
536	((2, 1), ('3', '5'))	aT
537	((2, 1), ('2', '5'))	1
538	((2, 1), ('4', '3'))	0
539	((2, 1), ('1', '2'))	2
540	((2, 1), ('2', '3'))	1
541	((2, 1), ('3', '3'))	2
542	((2, 1), ('0', '1'))	0
543	((2, 1), ('1', '0'))	1
544	((2, 1), ('1', '4'))	2
545	((2, 1), ('0', '2'))	0
546	((2, 1), ('4', '1'))	0
547	((2, 1), ('4', '2'))	0
548	((2, 1), ('1', '5'))	2
549	((2, 1), ('3', '1'))	2
550	((2, 1), ('2', '1'))	1
551	((2, 1), ('2', '2'))	1
552	((2, 1), ('3', '2'))	2
553	((2, 1), ('1', '3'))	2
554	((2, 1), ('0', '4'))	0
555	((2, 1), ('0', '0'))	0
556	((2, 1), 'sink')	0
557	((2, 1), ('4', '4'))	0
558	((2, 2), ('0', '5'))	0
559	((2, 2), ('4', '0'))	0
560	((2, 2), ('2', '0'))	0
561	((2, 2), ('3', '4'))	0
562	((2, 2), ('2', '4'))	0
563	((2, 2), ('3', '0'))	3
564	((2, 2), ('4', '5'))	0
565	((2, 2), ('0', '3'))	0
566	((2, 2), ('1', '1'))	3
567	((2, 2), ('3', '5'))	aT
568	((2, 2), ('2', '5'))	3
569	((2, 2), ('4', '3'))	0
570	((2, 2), ('1', '2'))	3
571	((2, 2), ('2', '3'))	0
572	((2, 2), ('3', '3'))	3
573	((2, 2), ('0', '1'))	0
574	((2, 2), ('1', '0'))	3
575	((2, 2), ('1', '4'))	3
576	((2, 2), ('0', '2'))	0
577	((2, 2), ('4', '1'))	0
578	((2, 2), ('4', '2'))	0
579	((2, 2), ('1', '5'))	3
580	((2, 2), ('3', '1'))	3
581	((2, 2), ('2', '1'))	3
582	((2, 2), ('2', '2'))	3
583	((2, 2), ('3', '2'))	3
584	((2, 2), ('1', '3'))	3
585	((2, 2), ('0', '4'))	0
586	((2, 2), ('0', '0'))	0
587	((2, 2), 'sink')	0
588	((2, 2), ('4', '4'))	0
589	((2, 3), ('0', '5'))	0
590	((2, 3), ('4', '0'))	0
591	((2, 3), ('2', '0'))	0
592	((2, 3), ('3', '4'))	0
593	((2, 3), ('2', '4'))	0
594	((2, 3), ('3', '0'))	0
595	((2, 3), ('4', '5'))	0
596	((2, 3), ('0', '3'))	0
597	((2, 3), ('1', '1'))	0
598	((2, 3), ('3', '5'))	aT
599	((2, 3), ('2', '5'))	0
600	((2, 3), ('4', '3'))	0
601	((2, 3), ('1', '2'))	2
602	((2, 3), ('2', '3'))	0
603	((2, 3), ('3', '3'))	2
604	((2, 3), ('0', '1'))	0
605	((2, 3), ('1', '0'))	0
606	((2, 3), ('1', '4'))	2
607	((2, 3), ('0', '2'))	0
608	((2, 3), ('4', '1'))	0
609	((2, 3), ('4', '2'))	0
610	((2, 3), ('1', '5'))	2
611	((2, 3), ('3', '1'))	0
612	((2, 3), ('2', '1'))	0
613	((2, 3), ('2', '2'))	0
614	((2, 3), ('3', '2'))	2
615	((2, 3), ('1', '3'))	2
616	((2, 3), ('0', '4'))	0
617	((2, 3), ('0', '0'))	0
618	((2, 3), 'sink')	0
619	((2, 3), ('4', '4'))	0
620	((2, 4), ('0', '5'))	0
621	((2, 4), ('4', '0'))	0
622	((2, 4), ('2', '0'))	0
623	((2, 4), ('3', '4'))	0
624	((2, 4), ('2', '4'))	0
625	((2, 4), ('3', '0'))	0
626	((2, 4), ('4', '5'))	0
627	((2, 4), ('0', '3'))	0
628	((2, 4), ('1', '1'))	1
629	((2, 4), ('3', '5'))	aT
630	((2, 4), ('2', '5'))	1
631	((2, 4), ('4', '3'))	0
632	((2, 4), ('1', '2'))	2
633	((2, 4), ('2', '3'))	0
634	((2, 4), ('3', '3'))	0
635	((2, 4), ('0', '1'))	0
636	((2, 4), ('1', '0'))	0
637	((2, 4), ('1', '4'))	0
638	((2, 4), ('0', '2'))	0
639	((2, 4), ('4', '1'))	0
640	((2, 4), ('4', '2'))	0
641	((2, 4), ('1', '5'))	2
642	((2, 4), ('3', '1'))	1
643	((2, 4), ('2', '1'))	1
644	((2, 4), ('2', '2'))	1
645	((2, 4), ('3', '2'))	2
646	((2, 4), ('1', '3'))	0
647	((2, 4), ('0', '4'))	0
648	((2, 4), ('0', '0'))	0
649	((2, 4), 'sink')	0
650	((2, 4), ('4', '4'))	0
651	((2, 5), ('0', '5'))	3
652	((2, 5), ('4', '0'))	0
653	((2, 5), ('2', '0'))	0
654	((2, 5), ('3', '4'))	3
655	((2, 5), ('2', '4'))	0
656	((2, 5), ('3', '0'))	0
657	((2, 5), ('4', '5'))	0
658	((2, 5), ('0', '3'))	3
659	((2, 5), ('1', '1'))	1
660	((2, 5), ('3', '5'))	aT
661	((2, 5), ('2', '5'))	1
662	((2, 5), ('4', '3'))	0
663	((2, 5), ('1', '2'))	2
664	((2, 5), ('2', '3'))	0
665	((2, 5), ('3', '3'))	0
666	((2, 5), ('0', '1'))	3
667	((2, 5), ('1', '0'))	0
668	((2, 5), ('1', '4'))	3
669	((2, 5), ('0', '2'))	3
670	((2, 5), ('4', '1'))	0
671	((2, 5), ('4', '2'))	0
672	((2, 5), ('1', '5'))	2
673	((2, 5), ('3', '1'))	1
674	((2, 5), ('2', '1'))	1
675	((2, 5), ('2', '2'))	1
676	((2, 5), ('3', '2'))	2
677	((2, 5), ('1', '3'))	3
678	((2, 5), ('0', '4'))	3
679	((2, 5), ('0', '0'))	3
680	((2, 5), 'sink')	0
681	((2, 5), ('4', '4'))	0
682	((2, 6), ('0', '5'))	3
683	((2, 6), ('4', '0'))	0
684	((2, 6), ('2', '0'))	3
685	((2, 6), ('3', '4'))	3
686	((2, 6), ('2', '4'))	3
687	((2, 6), ('3', '0'))	3
688	((2, 6), ('4', '5'))	0
689	((2, 6), ('0', '3'))	3
690	((2, 6), ('1', '1'))	2
691	((2, 6), ('3', '5'))	aT
692	((2, 6), ('2', '5'))	2
693	((2, 6), ('4', '3'))	0
694	((2, 6), ('1', '2'))	2
695	((2, 6), ('2', '3'))	3
696	((2, 6), ('3', '3'))	3
697	((2, 6), ('0', '1'))	3
698	((2, 6), ('1', '0'))	3
699	((2, 6), ('1', '4'))	3
700	((2, 6), ('0', '2'))	3
701	((2, 6), ('4', '1'))	0
702	((2, 6), ('4', '2'))	0
703	((2, 6), ('1', '5'))	2
704	((2, 6), ('3', '1'))	2
705	((2, 6), ('2', '1'))	2
706	((2, 6), ('2', '2'))	2
707	((2, 6), ('3', '2'))	2
708	((2, 6), ('1', '3'))	3
709	((2, 6), ('0', '4'))	3
710	((2, 6), ('0', '0'))	3
711	((2, 6), 'sink')	0
712	((2, 6), ('4', '4'))	0
713	((2, 7), ('0', '5'))	3
714	((2, 7), ('4', '0'))	0
715	((2, 7), ('2', '0'))	3
716	((2, 7), ('3', '4'))	3
717	((2, 7), ('2', '4'))	3
718	((2, 7), ('3', '0'))	3
719	((2, 7), ('4', '5'))	0
720	((2, 7), ('0', '3'))	3
721	((2, 7), ('1', '1'))	3
722	((2, 7), ('3', '5'))	aT
723	((2, 7), ('2', '5'))	3
724	((2, 7), ('4', '3'))	0
725	((2, 7), ('1', '2'))	3
726	((2, 7), ('2', '3'))	3
727	((2, 7), ('3', '3'))	3
728	((2, 7), ('0', '1'))	3
729	((2, 7), ('1', '0'))	3
730	((2, 7), ('1', '4'))	3
731	((2, 7), ('0', '2'))	3
732	((2, 7), ('4', '1'))	0
733	((2, 7), ('4', '2'))	0
734	((2, 7), ('1', '5'))	3
735	((2, 7), ('3', '1'))	3
736	((2, 7), ('2', '1'))	3
737	((2, 7), ('2', '2'))	3
